code,year_,freq,ITEM5601,ITEM6008,ITEM8001,ITEM9304
33918,2016,A,AGM,US3131483063,603543445.74,1.37586
33919,2016,A,AGM,US3131483063,515858436.87,1.37586
33920,2016,A,,,,
33927,2016,A,FSS,US3138551086,930356000,2.36071
33931,2016,A,FHI,US3142111034,2884522755.2,4.84936
33932,2016,A,FHI,US3142111034,2884268235.2,4.84936
33933,2016,A,,,,
33934,2016,A,FDX,US31428X1063,49440628943,3.41505
33945,2016,A,FFIV,US3156161024,9452386800,7.84617
33967,2016,A,FITB,US3167731005,20240426694,1.36079
33981,2016,A,FISI,US3175854047,497185817.4,1.64243
33995,2016,A,,,,
34030,2016,A,FBNC,US3189101062,565719865.7,1.53686
34048,2016,A,FCAP,US31942S1042,108203435.84,1.42881
34082,2016,A,FCF,US3198291078,1262120351.9,1.68299
34086,2016,A,FCCO,US3198351047,121086493.65,1.47917
34115,2016,A,FFBC,US3202091092,1763318254.4,2.03799
34117,2016,A,THFF,US3202181000,645042393.6,1.55659
34148,2016,A,FLIC,US3207341062,676609504.85,2.21237
34154,2016,A,FRME,US3208171096,1540363042.1,1.70861
34211,2016,A,SRCE,US3369011032,1155611664.9,1.718
34248,2016,A,FISV,US3377381088,22903340000,9.01352
34258,2016,A,FE,US3379321074,13699400431,2.19507
34281,2016,A,FLXS,US3393821034,474868188.83,2.19867
34291,2016,A,,US1246751093,,
34299,2016,A,FLR,US3434121022,7313855527.2,2.34029
34301,2016,A,FLO,US3434981011,4162203336,3.43961
34302,2016,A,FLS,US34354P1057,6237514650,3.78436
34306,2016,A,FFIC,US3438731057,841521048.56,1.63767
34326,2016,A,FL,US3448491049,9321724572.7,3.43976
34331,2016,A,F,US3453708600,49090110000,1.6829
34332,2016,A,F,US3453708600,48228880000,1.6829
34333,2016,A,,,,
34334,2016,A,,,,
34349,2016,A,FORR,US3465631097,788604950,5.25611
34369,2016,A,FWRD,US3498531017,1425680072.3,2.85668
34374,2016,A,FSTR,US3500601097,140251700,1.05254
34407,2016,A,FC,US3534691098,276538600,3.05936
34409,2016,A,FELE,US3535141028,1804026400,2.94081
34413,2016,A,BEN,US3546131018,22574261274,1.8713
34427,2016,A,FCX,US35671D8570,19059550000,3.14982
34477,2016,A,FUL,US3596941068,2422328280.3,2.58278
34482,2016,A,FULT,US3602711000,3273080000,1.54309
34504,2016,A,GATX,US3614481030,2428893350.9,1.80292
34546,2016,A,GIII,US36237H1014,1437798400,1.4079
34558,2016,A,,,,
34567,2016,A,AJG,US3635761097,9264468000,2.5759
34579,2016,A,GPS,US3647601083,8953560000,3.08318
34592,2016,A,IT,US3666511072,8353561130,137.21896
34623,2016,A,GENC,US3686781085,225686495.2,1.85582
34624,2016,A,GENC,US3686781085,190143940.3,
34625,2016,A,,,,
34656,2016,A,GD,US3695501086,52215583044,4.75725
34674,2016,A,GIS,US3703341046,36864336000,8.57268
34689,2016,A,GCO,US3715321028,1233666676.8,1.34095
34692,2016,A,,,,
34701,2016,A,GNTX,US3719011096,5665551690,2.9656
34728,2016,A,GPC,US3724601055,14179131718,4.43968
34748,2016,A,,,,
34758,2016,A,GABC,US3738651047,802903808.6,2.43108
34759,2016,A,GERN,US3741631036,329458376.52,2.69209
34766,2016,A,GTY,US3742971092,876680475.86,2.03445
34784,2016,A,GILD,US3755581036,93809100000,4.96686
34791,2016,A,GBCI,US37637Q1058,2772515314.5,2.4824
34833,2016,A,GPN,US37940X1028,10563203607,4.01522
34880,2016,A,GS,US38141G1040,94015787474,1.24212
34887,2016,A,,US3821681026,,
34893,2016,A,GT,US3825501014,7779240000,1.72604
34896,2016,A,GRC,US3830821043,807582156.85,2.66627
34905,2016,A,GGG,US3841091040,4639281851.4,8.08491
34908,2016,A,GHM,US3845561063,213658900,1.94245
34910,2016,A,GWW,US3848021040,13657301927,7.59611
34928,2016,A,GVA,US3873281071,2179162700,2.45958
34958,2016,A,GSBC,US3909051076,763372294.9,1.77609
34983,2016,A,GBX,US3936571013,1171917750,1.33832
34994,2016,A,GEF,US3976241071,2452182686,2.58833
34996,2016,A,GEF,US3976241071,1322863696.2,2.58833
35008,2016,A,GFF,US3984331021,1183427800,2.7347
35014,2016,A,GPI,US3989051095,1668305700,1.79349
35066,2016,A,GES,US4016171054,1017240853.2,1.04954
35074,2016,A,GIFI,US4023071024,174870738,0.66483
35096,2016,A,,US4039141043,,
35140,2016,A,HAE,US4050241003,2047480389.6,2.70257
35145,2016,A,HAIN,US4052171000,4038082830,2.50236
35151,2016,A,HAL,US4062161017,46841940000,4.97842
35170,2016,A,HWC,US4101201097,3630528500,1.33487
35216,2016,A,HOG,US4128221086,10264789343,5.34581
35222,2016,A,HLIT,US4131601027,392280000,1.44945
35235,2016,A,HSC,US4158641070,1090379496.8,11.32258
35238,2016,A,HIG,US4165151048,17818677140,1.14025
35240,2016,A,,,,
35242,2016,A,HBIO,US4169061052,105046026,1.45501
35249,2016,A,HAS,US4180561072,9683840073.9,5.19872
35262,2016,A,HVT,US4195961010,500188500,1.77453
35264,2016,A,HVT,US4195961010,457101900,1.77453
35271,2016,A,HE,US4198701009,3590853467.9,1.73744
35276,2016,A,HWKN,US4202611095,567147810.45,2.61588
35286,2016,A,HCSG,US4219061086,2843781170,8.39265
35337,2016,A,HSTM,US42222N1037,795287400,2.77968
35342,2016,A,HTLF,US42234Q1022,1253756592,1.69528
35343,2016,A,HTLD,US4223471040,1695723320,3.35238
35350,2016,A,HL,US4227041062,2071303225,1.40718
35353,2016,A,HEI,US4228061093,5191346350,5.38868
35354,2016,A,HSII,US4228191023,448662950.4,1.73504
35371,2016,A,HP,US4234521015,8365230698.4,1.87732
35384,2016,A,JKHY,US4262811015,6986582406.1,7.09426
35390,2016,A,HTBK,US4269271098,547488731.01,2.10694
35396,2016,A,HFWA,US42722X1063,771339473.25,1.60108
35402,2016,A,HSY,US4278661081,21954024391,27.93646
35403,2016,A,HSY,US4278661081,15684120856,27.93646
35412,2016,A,HXL,US4282911084,4701616000,3.7767
35437,2016,A,HIW,US4312841087,5185959909.5,2.46079
35449,2016,A,HIFS,US4333231029,419682545,2.60634
35477,2016,A,HOLX,US4364401012,11142367120,4.99971
35494,2016,A,HD,US4370761029,161298240000,37.22552
35527,2016,A,HON,US4385161066,88138680000,4.5505
35534,2016,A,HOFT,US4390381006,438815850,2.21706
35541,2016,A,HMN,US4403271046,1722475342.8,1.54034
35544,2016,A,HBNC,US4404071049,620804798.86,1.82132
35555,2016,A,HRL,US4404521001,18396523445,4.1359
35562,2016,A,HST,US44107P1049,13900152000,1.98744
35582,2016,A,HOV,US4424874018,360485612.76,-1.4976
35589,2016,A,HUBG,US4433201062,1481168412.5,2.35788
35590,2016,A,HUBG,US4433201062,1452192962.5,2.35788
35591,2016,A,,,,
35594,2016,A,HUBB,US4435106079,,
35602,2016,A,HDSN,US4441441098,332141218.2,2.9651
35610,2016,A,HUM,US4448591028,30462739140,2.85098
35621,2016,A,JBHT,US4456581077,10804378388,7.64067
35630,2016,A,HURC,US4473241044,217569709.3,1.17304
35645,2016,A,IDT,US4489475073,397720080,3.06434
35673,2016,A,ICUI,US44930G1076,2407404300,3.64673
35711,2016,A,,,,
35723,2016,A,STAR,US45031U1016,891159540,3.28158
35754,2016,A,IDA,US4511071064,4059460065.2,1.8847
35758,2016,A,IEX,US45167R1041,6884248091.1,4.45902
35761,2016,A,IDXX,US45168D1046,10316710980,-95.21451
35776,2016,A,ITW,US4523081093,42481374000,9.98622
35778,2016,A,ILMN,US4523271090,18718935840,8.51934
35798,2016,A,IMMR,US4525211078,307393652.17,5.55463
35803,2016,A,IMGN,US45253H1014,178094040,-1.16516
35845,2016,A,INCY,US45337C1027,18935864363,45.14267
35852,2016,A,INDB,US4538361084,1902559525.9,2.20028
35868,2016,A,,,,
35960,2016,A,NSIT,US45765U1034,1434972960,2.01133
35995,2016,A,IIIN,US45774W1080,676304640,3.301
36011,2016,A,IART,US4579852082,6410228800,7.63425
36043,2016,A,INTC,US4581401001,171557100000,2.55643
36055,2016,A,CCRD,US45816D1000,37071587.76,1.68922
36069,2016,A,IPAR,US4583341098,1019779914.5,2.75325
36131,2016,A,IBM,US4592001014,157004530224,8.60487
36146,2016,A,IFF,US4595061015,9333672149.7,5.73941
36161,2016,A,IP,US4601461035,21819810740,5.02645
36196,2016,A,,US46069S1096,,
36199,2016,A,IPG,US4606901001,9167356000,4.54482
36228,2016,A,IVAC,US4611481080,179028450,2.44354
36239,2016,A,INTU,US4612021034,29552532330,31.4771
36240,2016,A,IVC,US4612031017,423224550,1.00201
36242,2016,A,IVC,US4612031017,413711100,1.00201
36252,2016,A,ITIC,US4618041069,298055884.94,2.08177
36278,2016,A,IRIX,US4626841013,158944588.16,4.05886
36313,2016,A,ITRI,US4657411066,2408223450,3.81287
36327,2016,A,JJSF,US4660321096,2490871240,3.87272
36356,2016,A,,US46625D1090,,
36357,2016,A,JPM,US46625H1005,307295075781,1.34707
36362,2016,A,JBL,US4663131039,4426253832.2,1.82567
36363,2016,A,JACK,US4663671091,3617976872.5,-12.92809
36423,2016,A,JNJ,US4781601046,311817132310,4.42809
36426,2016,A,JOUT,US4791671088,396504449.46,1.91607
36427,2016,A,JOUT,US4791671088,348399931.32,1.91607
36428,2016,A,,,,
36431,2016,A,JLL,US48020Q1076,4568405585.3,1.6376
36453,2016,A,JNPR,US48203R1041,10769886000,2.17025
36471,2016,A,KLAC,US4824801009,12270539400,12.77746
36491,2016,A,KVHI,US4827381017,197790691.4,1.85715
36496,2016,A,KAI,US48282T1043,669382772.4,2.36841
36507,2016,A,KAMN,US4835481031,1326400947.7,2.33692
36509,2016,A,KAMN,US4835481031,,
36529,2016,A,KBH,US48666K1097,1494115370.3,0.86709
36540,2016,A,K,US4878361082,25877320609,13.54834
36554,2016,A,KMT,US4891701009,2491234440,2.77228
36567,2016,A,,,,
36588,2016,A,KTCC,US4931441095,83869500,0.78716
36591,2016,A,KEY,US4932671088,19719060422,1.4526
36600,2016,A,KFRC,US4937321010,619056900,5.08524
36607,2016,A,KRC,US49427F1084,6825527323.6,2.04174
36608,2016,A,KBAL,US4942741038,658728280,4.06896
36609,2016,A,,,,
36610,2016,A,KBAL,US4942741038,653600760,4.06896
36611,2016,A,KMB,US4943681035,40695192000,-398.97913
36613,2016,A,KIM,US49446R1095,10693858283,2.3998
36624,2016,A,,US4956601029,,
36629,2016,A,KEX,US4972661064,3581357500,1.48646
36644,2016,A,KNX,US4990641031,2651568450,3.37147
36654,2016,A,KSS,US5002551043,8592120000,1.65967
36666,2016,A,KOPN,US5006001011,191831662.4,2.59077
36672,2016,A,KFY,US5006432000,1685514960,1.61362
36684,2016,A,KR,US5010441013,31887240000,4.87623
36727,2016,A,LYTS,US50216C1080,243326813.06,1.54424
36728,2016,A,LXU,US5021601043,238082375.5,0.48637
36730,2016,A,LTC,US5021751020,1842602580,2.48984
36742,2016,A,LZB,US5053361078,1531727550,2.71004
36746,2016,A,LH,US50540R4092,13184626000,2.39468
36769,2016,A,LBAI,US5116371007,920846823,1.67413
36770,2016,A,LKFN,US5116561003,1181057286.4,2.76609
36771,2016,A,LAKE,US5117951062,75543249.6,1.05645
36774,2016,A,LRCX,US5128071082,16938051730,2.68399
36777,2016,A,,,,
36786,2016,A,LANC,US5138471033,3877415734.5,6.93204
36801,2016,A,LSTR,US5150981018,3568792830.2,6.57773
36806,2016,A,LCI,US5160121019,807122654.1,1.51363
36834,2016,A,LSCC,US5184151042,895307200,3.31068
36836,2016,A,EL,US5184391044,28129947867,7.38352
36838,2016,A,EL,US5184391044,17056472439,7.38352
36883,2016,A,LEG,US5246601075,6525480000,5.9779
36895,2016,A,LEN,US5260571048,10066020035,1.43267
36896,2016,A,LEN,US5260571048,8722173874.1,1.43267
36898,2016,A,LII,US5261071071,6582472632,175.06543
36981,2016,A,LLY,US5324571083,80969356250,5.78035
36994,2016,A,LECO,US5339001068,5035283389.2,7.07723
36995,2016,A,LNC,US5341871094,14999227408,1.18853
37001,2016,A,LNN,US5355551061,793104300,3.20279
37019,2016,A,LAD,US5367971034,2434693520,2.67321
37020,2016,A,LAD,US5367971034,2264079060,2.67321
37021,2016,A,,,,
37023,2016,A,LFUS,US5370081045,3371996568.4,4.1385
37031,2016,A,LPSN,US5381461012,439987174.85,3.17736
37041,2016,A,LMT,US5398301094,72232660000,47.80457
37049,2016,A,L,US5404241086,15763978195,0.89772
37097,2016,A,LPX,US5463471053,2731917194.4,2.28479
37099,2016,A,LOW,US5486611073,61589920000,9.57257
37141,2016,A,MTB,US55261F1049,24431383818,1.60152
37144,2016,A,MBI,US55262C1009,1446648891.7,0.44913
37162,2016,A,MDC,US5526761086,1321107713.9,1.00079
37168,2016,A,MDU,US5526901096,5618906897.5,2.44168
37177,2016,A,MTG,US5528481030,3471355970,1.35091
37182,2016,A,MGM,US5529531015,16551986444,2.66101
37190,2016,A,MHO,US55305B1017,621377762.94,1.02536
37194,2016,A,MKSI,US55306N1046,3188167943.4,2.56739
37214,2016,A,MSM,US5535301064,5227555638.4,4.61898
37215,2016,A,MSM,US5535301064,4125044241.5,4.61898
37216,2016,A,,,,
37232,2016,A,MCBC,US5542251021,353323603.08,2.1778
37235,2016,A,MAC,US5543821012,10199899533,2.48421
37238,2016,A,VRE,US5544891048,2602998611.3,1.70446
37247,2016,A,SHOO,US5562691080,2159657198,2.91504
37306,2016,A,MANH,US5627501092,3724506633.7,21.99092
37317,2016,A,MAN,US56418H1005,5951543028.3,2.51981
37333,2016,A,MRO,US5658491064,14661570000,0.83585
37338,2016,A,MCS,US5663301068,871654297.5,2.23437
37339,2016,A,MCS,US5663301068,597618787.5,2.23437
37340,2016,A,,,,
37345,2016,A,HZO,US5679081084,469926669.6,1.48672
37349,2016,A,MPX,US5684271084,483439987.34,7.38697
37362,2016,A,MKL,US5705351048,12622235090,1.87107
37377,2016,A,MMC,US5717481023,34774461898,5.61603
37383,2016,A,MAR,US5719032022,31922748000,5.95907
37388,2016,A,MRTN,US5730751089,760393522.54,1.73869
37395,2016,A,MLM,US5732841060,13995379280,3.38054
37400,2016,A,MAS,US5745991068,10055160000,-33.74204
37408,2016,A,MTZ,US5763231090,3157184337.8,2.87925
37422,2016,A,MTRX,US5768531056,596945191.5,1.82342
37425,2016,A,MAT,US5770811025,9433120000,3.91777
37426,2016,A,MATW,US5771281012,2470088492.3,3.60382
37427,2016,A,MATW,US5771281012,,
37432,2016,A,MLP,US5773451019,136497729.6,7.69346
37458,2016,A,MMS,US5779331041,3638791170,4.75144
37478,2016,A,,,,
37480,2016,A,MKC,US5797802064,11694249000,7.18938
37481,2016,A,MKC,US5797802064,10630287000,7.18938
37487,2016,A,MCD,US5801351017,99725196000,-45.24117
37494,2016,A,MGRC,US5805891091,938522120,2.3803
37497,2016,A,MCK,US58155Q1031,31601250000,3.87096
37543,2016,A,,,,
37559,2016,A,,US58457S1042,,
37571,2016,A,MED,US58470H1014,494189730,5.14695
37619,2016,A,MBWM,US5873761044,618909401.5,1.81599
37632,2016,A,MRCY,US5893781089,1168768774.8,2.4465
37633,2016,A,MCY,US5894001008,3328950690,1.89965
37641,2016,A,VIVO,US5895841014,745286589.9,4.50713
37649,2016,A,MMSI,US5898891040,1183092500,2.37479
37655,2016,A,MTH,US59001A1025,1393062026.4,0.98
37666,2016,A,MLAB,US59064R1095,446475260.75,4.84379
37676,2016,A,,,,
37687,2016,A,MEI,US5915202007,1523142177.4,3.08309
37688,2016,A,MEI,US5915202007,,
37689,2016,A,MET,US59156R1086,59037519179,1.08439
37728,2016,A,MTD,US5926881054,10891029143,25.04013
37758,2016,A,MSFT,US5949181045,485189120000,6.98081
37765,2016,A,MSTR,US5949724083,1855560000,4.08794
37766,2016,A,,,,
37769,2016,A,MCHP,US5950171042,13091842787,5.40886
37778,2016,A,MU,US5951121038,22796800000,1.85751
37790,2016,A,MAA,US59522J1034,11115703319,1.74487
37810,2016,A,MIDD,US5962781010,7411697258.5,5.85758
37811,2016,A,MSEX,US5966801087,699750240,3.20344
37820,2016,A,MSL,US5980391057,154532937.6,0.89188
37848,2016,A,MLKN,US6005441000,2047495039.2,3.60471
37850,2016,A,MLR,US6005512040,300103287,1.62568
37864,2016,A,MTX,US6031581068,2706642162.8,2.68916
37866,2016,A,,,,
37867,2016,A,,,,
37892,2016,A,MITK,US6067102003,201607479.6,5.1241
37911,2016,A,MOD,US6078281002,706260000,1.87655
37915,2016,A,MHK,US6081901042,14809866240,2.56383
37916,2016,A,,,,
37936,2016,A,MCRI,US6090271072,450331974.82,1.92577
37954,2016,A,MNRO,US6102361010,1844129487.2,3.2446
37967,2016,A,MCO,US6153691059,17976727245,-14.67489
37968,2016,A,MOG.A,US6153942023,2355654775.4,2.40202
37970,2016,A,MOG.A,US6153942023,2110401254.9,2.40202
37986,2016,A,MS,US6174464486,78267347642,1.14209
38010,2016,A,MPAA,US6200711009,498874736.92,2.09738
38019,2016,A,MOV,US6245801062,659853900,1.39212
38021,2016,A,MOV,US6245801062,468835881.25,1.39212
38031,2016,A,MLI,US6247561029,2293512551.6,2.55208
38049,2016,A,MUR,US6267171022,5360653770,1.0903
38057,2016,A,MFSF,US62845B1044,242432112.3,1.73111
38060,2016,A,MYE,US6284641098,429279722.3,4.61427
38064,2016,A,MYGN,US62855J1043,1151897000,1.53976
38082,2016,A,NBTB,US6287781024,1811634570,1.98358
38089,2016,A,NCR,US62886E1082,5053776000,7.27162
38111,2016,A,NNBR,US6293371067,519093450,1.64704
38132,2016,A,NVR,US62944T1051,6163622007,4.72511
38149,2016,A,NC,US6295791031,613826678.5,2.78641
38150,2016,A,NC,US6295791031,471580325.25,2.78641
38162,2016,A,NSSC,US6304021057,159688590.5,3.0243
38174,2016,A,NATH,US6323471002,271107354.1,-4.02636
38185,2016,A,FIZZ,US6350171061,2378077926,9.10811
38199,2016,A,NHC,US6359061008,1149199071,1.71622
38200,2016,A,NFG,US6361801011,4821133703,3.07912
38206,2016,A,NHI,US63633D1046,2955515776.2,2.4434
38212,2016,A,NATI,US6365181022,3982035812.8,3.57383
38222,2016,A,NPK,US6372151042,739563630.4,2.11162
38230,2016,A,,,,
38245,2016,A,,,,
38261,2016,A,NATR,US6390271012,281355000,2.14591
38289,2016,A,NEOG,US6404911066,2479467467.8,5.76457
38342,2016,A,NTCT,US64115T1043,2963786773.5,1.20577
38377,2016,A,NBIX,US64125C1099,3362383710,10.6784
38402,2016,A,NJR,US6460251068,3056065602.5,2.58146
38417,2016,A,NYCB,US6494451031,7749071715.2,1.26536
38423,2016,A,NYT,US6501111073,2143331043,2.52807
38424,2016,A,NYT,US6501111073,2132469837.4,2.52807
38425,2016,A,,,,
38432,2016,A,NWL,US6512291062,21543625000,1.89832
38441,2016,A,NEM,US6516391066,18079245500,1.68634
38444,2016,A,NR,US6517185046,635107830,1.26884
38488,2016,A,NKE,US6541061031,85496060000,6.83068
38489,2016,A,NKE,US6541061031,67553070000,6.83068
38490,2016,A,,,,
38497,2016,A,NI,US65473P1057,7154755138.1,1.75741
38521,2016,A,NDSN,US6556631025,6421249350,7.54019
38522,2016,A,JWN,US6556641008,8148100000,9.36563
38523,2016,A,NSC,US6558441084,31385431113,2.52925
38585,2016,A,NRIM,US6667621097,217973324,1.16817
38586,2016,A,NOC,US6668071029,40717376609,7.74242
38596,2016,A,NWPX,US6677461013,165329409.42,0.79024
38597,2016,A,,,,
38637,2016,A,NUS,US67018T1051,2513228000,3.78458
38645,2016,A,NUE,US6703461052,18956236604,2.40566
38660,2016,A,,,,
38665,2016,A,NVDA,US67066G1040,62442900000,10.83702
38679,2016,A,OGE,US6708371033,6679965000,1.93971
38694,2016,A,OSIS,US6710441055,1439593390.8,2.67091
38713,2016,A,OXY,US6745991058,54436622737,2.53229
38721,2016,A,OII,US6752321025,2766423862,1.82396
38722,2016,A,OCFC,US6752341080,965070866.76,1.68707
38743,2016,A,,,,
38751,2016,A,OVBC,US6777191064,126908808,1.21411
38753,2016,A,ODC,US6778641000,277415451.64,2.37866
38754,2016,A,ODC,US6778641000,193697570.9,2.37866
38755,2016,A,,,,
38757,2016,A,OIS,US6780261052,2003600079,1.6637
38760,2016,A,,,,
38761,2016,A,ODFL,US6795801009,7070524591.9,3.81951
38764,2016,A,ONB,US6800331075,2453135850,1.35202
38766,2016,A,ORI,US6802231042,4991673540,1.11631
38767,2016,A,OSBC,US6802771005,326596186.8,1.86403
38769,2016,A,OLN,US6806652052,4235894000,1.86357
38772,2016,A,ZEUS,US68162K1060,265633490,1.04832
38775,2016,A,OMC,US6819191064,19975317000,9.23928
38777,2016,A,OHI,US6819361006,6131398920,1.58896
38796,2016,A,OMCL,US68213N1090,1241858700,2.87729
38800,2016,A,ON,US6821891057,5345696257.9,2.93204
38810,2016,A,OLP,US6824061039,442112000,1.52383
38815,2016,A,FLWS,US68243Q1067,698072579.6,2.44654
38816,2016,A,FLWS,US68243Q1067,377254436.8,2.44654
38817,2016,A,,,,
38823,2016,A,OKE,US6826801036,12095234158,64.08224
38868,2016,A,ORCL,US68389X1054,158836950000,3.25534
38882,2016,A,OSUR,US68554V1089,491688780,2.64562
38899,2016,A,,US68618R1014,,
38918,2016,A,ORRF,US6873801053,185600419.2,1.37626
38936,2016,A,OSK,US6882392011,4776345679.6,2.41657
38945,2016,A,OTTR,US6896481032,1605403948.8,2.39575
38958,2016,A,OMI,US6907321029,2153783990,2.24344
38964,2016,A,OXM,US6914973093,1008273669.9,2.68065
38970,2016,A,PTSI,US6931491061,166188941.94,1.765
38973,2016,A,CNXN,US69318J1007,747446810,1.72444
38980,2016,A,PCTI,US69325Q1058,93262956.36,1.18769
38984,2016,A,PDFS,US6932821050,718533200,3.6143
38990,2016,A,PCG,US69331C1080,30803819183,1.71705
39025,2016,A,PNC,US6934751057,56725600000,1.35961
39027,2016,A,PNM,US69349H1077,2732119303.2,1.63019
39030,2016,A,PPG,US6935061076,24384605962,5.05276
39031,2016,A,PPL,US69351T1060,23144840550,2.3381
39043,2016,A,,,,
39057,2016,A,,,,
39059,2016,A,PCAR,US6937181088,22409730000,3.30644
39104,2016,A,PKG,US6951561090,7990044000,4.54031
39152,2016,A,,,,
39153,2016,A,,,,
39159,2016,A,PZZA,US6988131024,3139331140,-802.66367
39160,2016,A,PAR,US6988841036,88004105.1,1.26479
39182,2016,A,PRK,US7006581075,1835670315.9,2.47315
39183,2016,A,PKOH,US7006661000,528236762.4,2.33733
39187,2016,A,PH,US7010941042,18761712480,4.12154
39208,2016,A,PATK,US7033431039,1168915542.5,6.3032
39217,2016,A,PTEN,US7034811015,3987747224.6,1.77334
39230,2016,A,PAYX,US7043261079,21941152000,12.03115
39241,2016,A,PGC,US7046991078,532926885.6,1.64377
39261,2016,A,PEGA,US7055731035,2757276000,8.20889
39276,2016,A,PENN,US7075691094,1256576627.3,-2.31277
39287,2016,A,PWOD,US7084301032,239100202.17,1.72949
39311,2016,A,PEBO,US7097891011,588932589.18,1.35306
39345,2016,A,PEP,US7134481081,149411640000,13.51652
39363,2016,A,PKI,US7140461093,5716526550,2.65444
39392,2016,A,,US71645Y1073,,
39418,2016,A,PFE,US7170811035,197153600000,3.31239
39473,2016,A,PLAB,US7194051022,769304000,1.08297
39508,2016,A,PNW,US7234841010,8687605510.1,1.80855
39522,2016,A,PXD,US7237871071,30562219227,2.93755
39529,2016,A,PBI,US7244791007,2820307826.4,-27.08099
39533,2016,A,,,,
39580,2016,A,PLXS,US7291321005,1808016280,1.95502
39599,2016,A,PII,US7310681025,5199550510,5.9969
39626,2016,A,,,,
39640,2016,A,POWL,US7391281067,444346227,1.34844
39642,2016,A,POWI,US7392761034,1984587734.8,4.0659
39673,2016,A,PLPC,US7404441047,297443804.36,1.33059
39711,2016,A,TROW,US74144T1088,18422443840,3.67816
39718,2016,A,PSMT,US7415111092,2538509134.5,3.87623
39753,2016,A,PFG,US74251V1026,16646322000,1.62764
39766,2016,A,PRA,US74267C1062,2992720643.4,1.66382
39773,2016,A,PG,US7427181091,224325440000,4.31097
39798,2016,A,PRGS,US7433121008,1549770955.9,3.81126
39800,2016,A,PGR,US7433151039,20586450000,2.93359
39817,2016,A,,,,
39837,2016,A,PROV,US7438681014,161259555,1.20738
39849,2016,A,,,,
39859,2016,A,,US7445331009,,
39860,2016,A,,,,
39861,2016,A,PEG,US7445731067,22159400000,1.68769
39862,2016,A,PSA,US74460D1090,38730043895,7.67781
39879,2016,A,PHM,US7458671010,5864869053.6,1.25873
39903,2016,A,QCRH,US74727A1043,567526388.5,1.98407
39914,2016,A,KWR,US7473161070,1698765826.1,4.21781
39918,2016,A,QCOM,US7475251036,96235200000,3.08716
39927,2016,A,PWR,US74762E1029,5270233976.1,1.57818
39941,2016,A,DGX,US74834L1008,12590300000,2.72046
39947,2016,A,STR,US7483561020,,
39948,2016,A,,,,
39964,2016,A,,,,
39994,2016,A,RGCO,US74955L1035,119611435.28,2.09314
40004,2016,A,RLI,US7496071074,2774228721.6,3.41622
40008,2016,A,RES,US7496601060,4308465053.6,5.3402
40009,2016,A,RPM,US7496851038,7156375520,5.61122
40028,2016,A,RDN,US7502361014,3857089000.4,1.34286
40056,2016,A,RMBS,US7509171069,1529209917.2,2.76639
40076,2016,A,RRC,US75281A1097,8491880072.2,1.57014
40095,2016,A,RJF,US7547301090,9804788277,1.94863
40097,2016,A,RYN,US7549071030,3269256188.8,2.31598
40114,2016,A,RDI,US7554081015,384759896.2,2.70582
40123,2016,A,O,US7561091049,14954471527,2.34711
40155,2016,A,RRX,US7587501039,3102400000,1.52168
40160,2016,A,REG,US7588491032,7181099957.9,3.16858
40163,2016,A,REGN,US75886F1075,38914533619,8.74632
40164,2016,A,REGN,US75886F1075,38212857236,8.74632
40165,2016,A,,,,
40172,2016,A,RGS,US7589321071,670162033.2,1.29469
40188,2016,A,RS,US7595091023,5781189355.2,1.39346
40215,2016,A,KRMD,US7599101026,18983250.5,2.80206
40216,2016,A,RGEN,US7599161095,1043074360.7,6.18066
40220,2016,A,RCII,US76009N1000,597933191.25,2.25692
40235,2016,A,FRBK,US7604161072,474115538.4,2.20464
40240,2016,A,RSG,US7607591002,19362770000,2.51749
40250,2016,A,RMD,US7611521078,8728010272.2,5.13813
40260,2016,A,RGP,US76122Q1058,697408250,2.39017
40267,2016,A,RVP,US76129W1053,27589802.22,1.00962
40277,2016,A,,,,
40282,2016,A,REX,US7616241052,647898815.61,1.90315
40353,2016,A,RVSB,US7693971001,157555230,1.44037
40354,2016,A,,US7695071040,,
40365,2016,A,RHI,US7703231032,6233916099.2,5.73709
40390,2016,A,ROK,US7739031091,17270400000,8.43238
40400,2016,A,ROG,US7751331015,1384193010,2.17714
40407,2016,A,ROL,US7757111049,7356995608.1,12.94005
40415,2016,A,ROP,US7766961061,18614109760,3.2155
40420,2016,A,ROST,US7782961038,25708180800,9.35518
40439,2016,A,,,123718359.95,2.39541
40442,2016,A,RGLD,US7802871084,4123701732.5,1.82694
40471,2016,A,R,US7835491082,3979794503.9,1.93921
40477,2016,A,STBA,US7838591011,1363004417.9,1.61886
40499,2016,A,SEIC,US7841171033,7849770160,6.02385
40516,2016,A,SJW,US7843051043,1145139475.5,2.71588
40579,2016,A,SGA,US7865983008,252153900,2.19524
40580,2016,A,,,,
40592,2016,A,,,,
40598,2016,A,JOE,US7901481009,1412513694,2.11046
40614,2016,A,,,,
40645,2016,A,SASR,US8003631038,955804349.16,1.79133
40646,2016,A,JBSS,US8004221078,788736913.99,3.60934
40647,2016,A,JBSS,US8004221078,605904097.85,3.60934
40648,2016,A,,,,
40650,2016,A,SGMO,US8006771062,216159301.1,1.58713
40683,2016,A,BFS,US8043951016,1445727353,10.43808
40704,2016,A,SCSC,US8060371072,1033552055.6,1.29368
40712,2016,A,HSIC,US8064071025,12046154034,4.31288
