code,year_,freq,ITEM5601,ITEM6008,ITEM8001,ITEM9304
129405,2016,A,GNK,MHY2685T1313,54275833.62,0.05972
129421,2016,A,ALL,PLWNDMB00010,111075980.96,1.48585
129443,2016,A,GAIA,US36269P1049,131069393.15,1.34379
129444,2016,A,GAIA,US36269P1049,84359393.15,1.34379
129453,2016,A,ALT,TH7312010005,8900000000,4.8211
129474,2016,A,ATOM,US04965B1008,81168750,3.14024
129478,2016,A,PTGX,US74366E1029,322341536.49,3.68159
129487,2016,A,PI,US4532041096,718674240,5.79469
129490,2016,A,TPIC,US87266J1043,541141480,5.08081
129510,2016,A,SGH,BG1100032140,70268851.302,0.88805
129556,2016,A,KNSL,US49714P1084,713145725.07,3.39247
129565,2016,A,CRK,US2057683029,137285625.95,-0.50609
129567,2016,A,HOPE,US43940T1097,2960405329.3,1.5955
129572,2016,A,AMAT,OM0000004768,12425000,0.51992
129589,2016,A,,,,
129609,2016,A,FHB,US32051X1081,4858457372.3,1.96184
129632,2016,A,LAUR,DK0060733368,254787242.09,4.10856
129640,2016,A,CSV,VN000000CSV8,1.21992E12,1.80277
129652,2016,A,MEDP,US58506Q1094,1466709215.9,2.40165
129665,2016,A,,FR0013188943,,
129669,2016,A,AIRG,US00938A1043,133560892.8,2.96589
129671,2016,A,LSI,US53223X1072,3960719707.6,1.89645
129672,2016,A,VRAY,US92672L1070,136409105.92,-3.12484
129685,2016,A,SMSI,US8321542073,19307787.78,7.71082
129694,2016,A,,,,
129722,2016,A,,CA2524066081,,
129726,2016,A,ATEC,US02081G2012,29047290,-0.79573
129755,2016,A,CASA,ID1000137508,5.2668E12,3.88564
129789,2016,A,,US59515Q1067,,
129791,2016,A,MSA,MA0000012312,8587285200,3.39512
129808,2016,A,DELL,US24703L1035,11418255052,
129809,2016,A,DELL,US24703L2025,1209340000,3.22938
129810,2016,A,DELL,,,
129811,2016,A,DELL,,,
129814,2016,A,EVBG,US29978A1043,500929935.3,11.82776
129843,2016,A,ASH,US0441861046,6775980000,2.14163
129864,2016,A,CSTR,US14070T1025,246051149.4,1.77873
129872,2016,A,FBK,US30257X1046,625593777,1.89288
129879,2016,A,,,,
129881,2016,A,ELF,US26856L1035,1310291404.8,9.30194
129883,2016,A,FLGT,US3596641098,204511320,3.75395
129887,2016,A,TTD,US88339J1051,1082754770,6.5869
129888,2016,A,TTD,US88339J1051,278664570,6.5869
129889,2016,A,,,,
129928,2016,A,AGNC,US00123Q1040,6001030000,0.85631
129929,2016,A,BOC,US1010441053,103460625,1.66364
129930,2016,A,BOC,US1010441053,87627225,1.66364
129931,2016,A,,,,
129968,2016,A,ABEO,FR0013185857,,
129975,2016,A,MRAM,US30041T1043,103609481.12,3.85581
129976,2016,A,SD,US80007P8692,462404250,0.90152
129988,2016,A,ASIX,US00773T1016,674892867.24,3.13376
129989,2016,A,CWH,US13462K1097,2637790473.1,35.18071
129990,2016,A,CWH,US13462K1097,617121502.44,35.18071
129991,2016,A,,,,
129992,2016,A,COUP,US22266L1061,1256791040.4,7.22743
130017,2016,A,,,,
130020,2016,A,,KYG4121U1022,,
130021,2016,A,,,,
130022,2016,A,,KYG4121U1022,,
130040,2016,A,TUSK,US56155L1089,570000000,1.67135
130044,2016,A,,,,
130052,2016,A,,,,
130072,2016,A,XOMA,US98419J2069,25801691.9,-0.54653
130093,2016,A,SND,US83191H1077,642412644.7,4.50999
130100,2016,A,IRTC,US4500561067,664180380,7.17552
130114,2016,A,WNEB,US9588921018,284055159.85,1.19153
130158,2016,A,,,,
130159,2016,A,,,,
130160,2016,A,,,,
130176,2016,A,BL,US09239B1098,1416810145.3,4.86191
130191,2016,A,,,,
130192,2016,A,ALBO,US01345P1066,111568578.12,3.01929
130197,2016,A,GOLF,US0050981085,1460384816.6,1.98458
130199,2016,A,AA,US0138721065,5136702339.6,0.90851
130205,2016,A,TWNK,US44109J1060,1689426765,1.88296
130206,2016,A,TWNK,US44109J1060,1277261921,1.88296
130207,2016,A,INSG,US45782B1044,132667875.2,-7.46885
130211,2016,A,NTNX,US67059N1081,371840000,22.01026
130212,2016,A,,,,
130214,2016,A,VVV,US92047W1018,4407500000,-15.41086
130228,2016,A,,,,
130242,2016,A,SQ,TH7539010002,4655600000,2.06863
130245,2016,A,CXW,US21871N1019,2875370840,1.97083
130251,2016,A,DFIN,US25787G1004,749148000,6.743
130254,2016,A,ABT,AU000000ABT1,43710000,11.02769
130279,2016,A,BOOM,US23291C1036,229767290.15,2.04403
130288,2016,A,PAGP,US72651A2078,3509842321.7,2.02064
130293,2016,A,,,,
130294,2016,A,,,,
130295,2016,A,,,,
130311,2016,A,KALV,US4834971032,,
130325,2016,A,CNDT,US2067871036,3022837500,0.91935
130327,2016,A,LW,US5132721045,5526100000,-7.28692
130333,2016,A,,,,
130362,2016,A,,,,
130383,2016,A,INSW,MHY410531021,409819934.16,0.34745
130388,2016,A,,US61972D1072,,
130396,2016,A,,,,
130398,2016,A,CLW,AU000000CLW0,,
130415,2016,A,,,,
130416,2016,A,,,,
130425,2016,A,,,,
130443,2016,A,IIPR,US45781V1017,183036875,3.02846
130457,2016,A,,US53226J1051,,
130466,2016,A,COWN,US2236226062,414334979.5,0.53625
130507,2016,A,,,,
130526,2016,A,ICHR,KYG4740B1059,258319363.36,1.82353
130528,2016,A,EVHC,US29414D1000,7435182620,1.10462
130570,2016,A,,,,
130571,2016,A,,,,
130573,2016,A,,US09065L1061,,
130676,2016,A,HGV,US43283X1054,2568867522,15.38243
130677,2016,A,SPR,CA85209J1084,,
130689,2016,A,,NL0012088579,,
130690,2016,A,,NL0012088579,,
130691,2016,A,,,,
130720,2016,A,TPB,US90041L1052,225424769.5,6.61887
130721,2016,A,,,,
130729,2016,A,,,,
130744,2016,A,,,,
130759,2016,A,ROCC,US70788V1026,734608882,3.95913
130768,2016,A,PK,US7005171050,5908395330.5,1.52593
130778,2016,A,CTIC,US12648L6011,115059781.75,8.6387
130781,2016,A,HLT,US43300A2033,26875088741,4.55587
130782,2016,A,LCII,US50189K1034,2666812500,4.84638
130785,2016,A,RH,US74967X1037,1253439033.1,1.36263
130786,2016,A,AXL,AU000000AXL2,48067500,8.28406
130789,2016,A,,,,
130802,2016,A,FARM,IT0004674666,60175586.475,1.80433
130810,2016,A,GRWG,US39986L1098,27595659.9,7.75526
130813,2016,A,LPI,AU000000LPI1,31278682.96,4.20168
130843,2016,A,ASPU,US04530L2034,38530548.856,26.96788
130885,2016,A,JNCE,US4811161011,,
130889,2016,A,,,,
130891,2016,A,MASI,IT0004125677,140757760.97,1.30246
130897,2016,A,SBAC,US78410G1040,12494873040,-6.2602
130954,2016,A,REVG,US7495271071,,
130957,2016,A,,,,
130958,2016,A,VREX,US92214X1063,,
131016,2016,A,,,,
131017,2016,A,,,,
131023,2016,A,,,,
131024,2016,A,,,,
131027,2016,A,,,,
131029,2016,A,,,,
131035,2016,A,,,,
131036,2016,A,,,,
131037,2016,A,,,,
131041,2016,A,,,,
131042,2016,A,,,,
131043,2016,A,,,,
131044,2016,A,,,,
131046,2016,A,,,,
131049,2016,A,JELD,US47580P1030,,
131064,2016,A,,,,
131091,2016,A,,,,
131093,2016,A,,,,
131100,2016,A,,,,
131102,2016,A,,,,
131118,2016,A,,,,
131126,2016,A,INVH,US46187W1071,,
131129,2016,A,METC,US75134P3038,,
131164,2016,A,SCI,VN000000SCI5,78000000057,0.61282
131168,2016,A,LAUR,US5186132032,,
131188,2016,A,TFC,VN000000TFC9,126224955000,0.67297
131212,2016,A,,,,
131217,2016,A,SOL,US75971T3014,320711839.02,4.84856
131218,2016,A,TELL,US87968A1043,64829632.5,-5.15299
131250,2016,A,6598,KYG0488D1051,,
131251,2016,A,CBIO,US14888D2080,7818324.0249,0.48649
131278,2016,A,NRC,US6373722023,464189000,5.60575
131292,2016,A,LAUR,US5186132032,,
131293,2016,A,,,,
131348,2016,A,SNAP,US83304A1060,,
131349,2016,A,SNAP,US83304A1060,,
131350,2016,A,,,,
131351,2016,A,,,,
131367,2016,A,,MX01SI080012,,
131368,2016,A,,MX01SI080004,,
131369,2016,A,,MX01SI080020,,
131377,2016,A,HLNE,US4074971064,,
131378,2016,A,HLNE,US4074971064,,
131379,2016,A,,,,
131380,2016,A,TEUM,US69946T2078,25107860.333,-2.18079
131383,2016,A,UNIT,US91325V1089,3942081990,-2.81086
131400,2016,A,GNL,US3793782018,1556413519.7,1.15479
131425,2016,A,ORN,PLORION00018,101496909.55,3.07695
131431,2016,A,DSKE,US23753F1075,251497335.79,1.3606
131437,2016,A,VTRS,RU000A0JS9K8,62010000,0.09852
131439,2016,A,MNKD,US56400P7069,304599925.49,-1.6591
131447,2016,A,SRCI,US78470V1089,1787769866.5,2.12643
131461,2016,A,HLT,MYQ0188OO001,,
131518,2016,A,,,,
131520,2016,A,AREC,US02927U2087,7282718.8717,
131521,2016,A,AREC,,,
131540,2016,A,,,,
131559,2016,A,,,,
131567,2016,A,PUMP,US74347M1080,,
131596,2016,A,CASH,ES0105229001,,
131614,2016,A,AVTX,NL0012047823,,
131622,2016,A,,,,
131643,2016,A,,BE0941244536,1164648427.6,1.35401
131647,2016,A,AYX,US02156B1035,,
131648,2016,A,AYX,US02156B1035,,
131649,2016,A,,,,
131653,2016,A,OKTA,US6792951054,,
131663,2016,A,ESE,AU000000ESE9,,
131682,2016,A,,,,
131707,2016,A,,,,
131715,2016,A,,,,
131722,2016,A,DXC,US23355L1061,8222590760.6,4.39523
131735,2016,A,PLYA,NL0012170237,,
131736,2016,A,AXON,US05464C1018,1268364084.2,8.40598
131739,2016,A,SNDR,US80689H1023,,
131753,2016,A,,,,
131756,2016,A,,,,
131794,2016,A,MRC,PLMRCTR00015,201087009,1.64729
131795,2016,A,M,ROMEDLACNOR6,528419823.08,6.47999
131811,2016,A,BTU,US7045511000,38295000,0.11598
131814,2016,A,YEXT,US98585N1063,,
131860,2016,A,D,TH7855010008,,
131869,2016,A,NODK,US65342T1060,,
131870,2016,A,QMCO,US7479065010,221512508.9,-1.93606
131878,2016,A,WTTR,US81617J3014,,
131902,2016,A,HI,IT0005221004,,
131921,2016,A,CADE,US12739A1007,,
131930,2016,A,CVNA,US1468691027,,
131931,2016,A,CVNA,US1468691027,,
131932,2016,A,,,,
131963,2016,A,SVRA,US8051111016,22112027.151,2.26581
131970,2016,A,FND,US3397501012,,
131976,2016,A,,KYG2120G1082,,
131991,2016,A,BFC,VN000000BFC7,1.6864558E12,1.87319
131992,2016,A,URGN,IL0011407140,,
131995,2016,A,SBOW,US82836G1022,338805443.8,4.45474
132028,2016,A,PPG,NO0010735681,942189120,0.50799
132032,2016,A,ESTE,US27032D3044,306042286.8,1.26748
132033,2016,A,EEX,US29103B1008,,
132049,2016,A,SOI,US83418M1036,,
132058,2016,A,VERI,US92347M1009,,
132064,2016,A,LGF.A,CA5359194019,,
132073,2016,A,,,,
132076,2016,A,,,,
132092,2016,A,ABC,VN000000ABC8,852260200000,1.4639
132093,2016,A,DBD,VN000000DBD0,,
132099,2016,A,,,,
132107,2016,A,MRO,INE330R01017,,
132109,2016,A,ADES,AEDFXA1EN018,,
132110,2016,A,CARS,US14575E1055,,
132111,2016,A,CLPR,US18885T3068,,
132114,2016,A,LBRT,US53115L1044,,
132115,2016,A,LBRT,US53115L1044,,
132116,2016,A,,,,
132118,2016,A,HCC,US93627C1018,,
132124,2016,A,PEN,IL0003330136,218822058,1.94338
132145,2016,A,WOW,US96758W1018,,
132154,2016,A,MSL,AU0000089906,,
132160,2016,A,ATGE,US00737L1035,1951528800,1.22038
132161,2016,A,AREC,US02927U2087,10082718.592,-70.60069
132174,2016,A,ZEN,AU000000ZEN5,,
132197,2016,A,VST,US92840M1027,6627493596,1.00462
132220,2016,A,SSTI,US82536T1079,,
132223,2016,A,APPN,US03782L1017,,
132224,2016,A,APPN,US03782L1017,,
132225,2016,A,,,,
132227,2016,A,FRBA,US31931U1025,132359178.4,1.49043
132234,2016,A,,,,
132241,2016,A,,HK000C824787,,
132242,2016,A,,,,
132251,2016,A,,,,
132252,2016,A,,,,
132258,2016,A,SGH,KYG8232Y1017,,
132260,2016,A,AMRS,US03236M2008,200099439.85,-1.08487
132334,2016,A,ATNX,US04685N1037,,
132338,2016,A,,,,
132345,2016,A,CVM,US1508376076,10480651.709,2.89406
132364,2016,A,MRSN,US59045L1061,,
132379,2016,A,CNC,VN000000CNC9,426166065000,2.95987
132385,2016,A,TRS,VN000000TRS0,127958399404,1.0498
132398,2016,A,VST,CA92650P1045,68056294.6,47.05882
132402,2016,A,ATUS,US02156K1034,,
132430,2016,A,ELS,AU000000ELS4,,
132446,2016,A,CHS,VN000000CHS7,,
132450,2016,A,SRT,VN000000SRT0,412542000000,0.81479
132455,2016,A,ATUS,US02156K1034,,
132456,2016,A,,,,
132473,2016,A,HBI,VN000000HBI0,,
132475,2016,A,SPB,VN000000SPB2,374999999989,3.94019
132495,2016,A,TDG,VN000000TDG5,,
132500,2016,A,HII,VN000000HII5,,
132504,2016,A,DK,US24665A1034,1491246283.3,1.50342
132519,2016,A,SMHI,US78413P1012,,
132527,2016,A,PCSB,US69324R1041,,
132537,2016,A,APRN,US09523Q2003,,
132538,2016,A,,,,
132539,2016,A,ESQ,US29667J1016,,
132552,2016,A,BKR,US05722G1004,27547280000,2.17662
132556,2016,A,C,CA21074F1036,,
132562,2016,A,BY,US1244111092,,
132616,2016,A,AGX,VN000000AGX3,248400000000,0.74413
132619,2016,A,CODX,US1897631057,,
132667,2016,A,CLXT,US13173L1070,,
132683,2016,A,INDB,IT0005245508,,
132713,2016,A,PETQ,US71639T1060,,
132726,2016,A,,,,
132729,2016,A,PETQ,US71639T1060,,
132730,2016,A,,,,
132731,2016,A,RDFN,US75737F1084,,
132732,2016,A,SMPL,US82900L1026,,
132765,2016,A,ABT,IT0005445280,33881928,4.2866
132789,2016,A,RBB,US74930B1052,,
132790,2016,A,NUS,AU000000NUS6,,
132798,2016,A,JBGS,US46590V1008,,
132824,2016,A,ARE,GB00BF0HYJ24,,
132831,2016,A,MTEM,US6085501095,31558089.338,1.58679
132833,2016,A,TDW,US88642R1095,160500905.16,0.0698
132849,2016,A,,,,
132867,2016,A,DOV,IT0001044996,,
132872,2016,A,VERU,US92536C1036,26472127.5,0.7512
132884,2016,A,AGR,NA000A1KCRP0,148240556.26,0.46299
132886,2016,A,AMD,VN000000AMD3,935999039777,1.3687
132897,2016,A,REG,CA75915M1077,95715316.2,3.09995
132904,2016,A,,,,
132908,2016,A,SAFE,NO0010781743,,
132911,2016,A,C,PHY1R12R1084,,
132919,2016,A,CLAR,US18270P1093,160585523.85,0.99862
132921,2016,A,AMC,VN000000AMC5,88350000000,1.76822
132923,2016,A,ACM,VN000000ACM5,96900000000,0.17979
132931,2016,A,BHF,US10922N1037,,
132932,2016,A,WRAP,US98212N1072,,
132985,2016,A,MCF,VN000000MCF4,126399999959,1.0714
132991,2016,A,,,,
132996,2016,A,ADC,VN000000ADC4,46818000003,1.03125
133044,2016,A,NRP,NL0015000RT3,,
133058,2016,A,CARS,ID1000138308,,
133061,2016,A,GEN,NZMYKE0001S9,869709.4,0.85637
133070,2016,A,CLF,US1858991011,1960153105.3,-1.33863
133072,2016,A,SYBX,US87166L1008,37514506.65,0.6216
133082,2016,A,VMI,VN000000VMI8,44894995900,0.35579
133087,2016,A,BLNK,US09354A1007,,
133091,2016,A,NUVA,DE000A2E4MK4,,
133092,2016,A,EBS,DE000A1YDGT7,23620000,1.07443
133112,2016,A,CMS,VN000000CMS7,82560000000,0.44552
133170,2016,A,III,TH8127010008,,
133189,2016,A,,,,
133195,2016,A,,,,
133199,2016,A,MACK,US5903282094,531203760,-2.11534
133206,2016,A,APPS,GB00BF54H884,,
133208,2016,A,MCB,TZ1996102129,32148958400,1.03117
133215,2016,A,KNX,US4990491049,3240879804.9,4.82164
133276,2016,A,BIOS,SE0009779085,,
133351,2016,A,PSN,VN000000PSN7,,
133373,2016,A,,,,
133380,2016,A,NTGR,IL0004210162,200208869.27,1.3225
133394,2016,A,PG,MT0001410100,,
133400,2016,A,DCPH,US24344T1016,,
133406,2016,A,,,,
133407,2016,A,,,,
133408,2016,A,,,,
133409,2016,A,,,,
133422,2016,A,HBB,US40701T1043,,
133423,2016,A,,,,
133453,2016,A,FOR,US3462321015,553497455,0.94896
133459,2016,A,ROKU,US77543R1023,,
133460,2016,A,ROKU,US77543R1023,,
133461,2016,A,,,,
133464,2016,A,,,,
133486,2016,A,TNDM,US8753722037,66856400,-11.28017
133521,2016,A,SSP,TH8206010002,,
133523,2016,A,CARG,US1417881091,,
133524,2016,A,CARG,US1417881091,,
133525,2016,A,,,,
133528,2016,A,SWCH,US87105L1044,,
133529,2016,A,SWCH,US87105L1044,,
133530,2016,A,,,,
133531,2016,A,,,,
133550,2016,A,SCS,VN000000SCS4,,
133554,2016,A,AMP,VN000000AMP7,,
133555,2016,A,VEC,VN000000VEC8,,
133560,2016,A,MDB,US60937P1066,,
133561,2016,A,MDB,US60937P1066,,
133562,2016,A,,,,
133564,2016,A,OPTN,US68404V1008,,
133565,2016,A,KIDS,US68752L1008,,
133581,2016,A,,,,
133582,2016,A,,,,
133583,2016,A,,,,
133590,2016,A,ANGI,US00183L1026,489032970.02,108.67556
133613,2016,A,TTD,VN000000TTD8,,
133621,2016,A,TERP,US88104R2094,1798849361.2,1.43568
133629,2016,A,OCSL,US67401P1084,769300830,0.73472
133640,2016,A,DRI,VN000000DRI5,,
133649,2016,A,IEX,INE022Q01020,,
133681,2016,A,,GG00B3BWVG83,,
133689,2016,A,MBIN,US58844R1086,,
133692,2016,A,,,,
133694,2016,A,,KYG773051035,,
133695,2016,A,,KYG773051035,,
133696,2016,A,,,,
133706,2016,A,BKI,US09215C1053,,
133713,2016,A,SPR,GB00BF1QPG26,,
133725,2016,A,TPR,US8760301072,9753070000,3.49564
133748,2016,A,CLX,VN000000CLX9,,
133765,2016,A,LADX,US2328286081,41434382.348,1.91215
133768,2016,A,SNBR,US83125X1037,985530780,6.14727
133771,2016,A,,,,
133782,2016,A,FNKO,US3610081057,,
133783,2016,A,FNKO,US3610081057,,
133784,2016,A,,,,
133797,2016,A,ALTR,US0213691035,,
133798,2016,A,ALTR,US0213691035,,
133799,2016,A,,,,
133807,2016,A,,US2926941061,,
133848,2016,A,SPRO,US84833T1034,,
133857,2016,A,AQUA,US30057T1051,,
133868,2016,A,ACMR,US00108J1097,,
133869,2016,A,ACMR,US00108J1097,,
133870,2016,A,,,,
133875,2016,A,MCB,US5917741044,,
133876,2016,A,EYE,US63845R1077,,
133883,2016,A,,KYG7314V1005,,
133884,2016,A,,KYG7314V1005,,
133885,2016,A,,,,
133886,2016,A,,,,
133887,2016,A,,,,
133888,2016,A,VRE,VN000000VRE6,,
133892,2016,A,BAND,US05988J1034,,
133893,2016,A,BAND,US05988J1034,,
133894,2016,A,,,,
133895,2016,A,IQV,US46266C1053,17902170000,2.07369
133917,2016,A,ORGS,US68619K2042,35381311.141,3.34484
133918,2016,A,SFIX,US8608971078,,
133933,2016,A,SBT,US85917W1027,,
133941,2016,A,MTW,US5635714059,836250459.72,1.41617
133951,2016,A,BG,AT0000BAWAG2,,
133969,2016,A,,,,
133980,2016,A,,BBG00J0BKGB3,,
133981,2016,A,,BBG00J0BKGB3,,
133982,2016,A,,,,
133993,2016,A,NWL,AU000000NWL7,,
134023,2016,A,SFIX,US8608971078,,
134024,2016,A,,,,
134026,2016,A,,,,
134027,2016,A,,,,
134028,2016,A,,,,
134029,2016,A,,HK000C938694,,
134030,2016,A,,HK000C938694,,
134031,2016,A,,,,
134038,2016,A,MARK,ID1000140106,,
134051,2016,A,LAND,CH0371153492,,
134054,2016,A,KEYS,GB00BZ020557,,
134056,2016,A,CNX,US12653C1080,4182746035.8,1.10119
134057,2016,A,CNNE,US13765N1072,,
134063,2016,A,RBBN,US7625441040,308963850.3,1.41001
134065,2016,A,,US9838441015,,
134092,2016,A,ARE,PLCRBON00018,49823630.4,5.37622
134104,2016,A,VICI,US9256521090,,
134130,2016,A,CASA,,,
134133,2016,A,CASA,US14713L1026,,
134144,2016,A,CURO,US23131L1070,,
134149,2016,A,,,,
134161,2016,A,DNLI,US24823R1059,,
134169,2016,A,VNRX,US9286611077,119396043.93,5.63849
134175,2016,A,CEIX,US20854L1089,,
134176,2016,A,LBC,US5505501073,,
134184,2016,A,LXFR,GB00BNK03D49,295519741.11,2.08258
134187,2016,A,QTRX,US74766Q1013,,
134222,2016,A,THG,TH7923010006,,
134233,2016,A,ATI,SY0021100217,2109999554.1,0.81384
134239,2016,A,SAIC,SY0021100241,1120000000,0.88339
134275,2016,A,NMRK,US65158N1028,,
134276,2016,A,,,,
134277,2016,A,BAH,AU000000BAH6,,
134279,2016,A,NC,CA64112G1054,7046949.945,-5.6
134285,2016,A,NMRK,US65158N1028,,
134318,2016,A,PMTS,US12634H2004,229740891.65,-2.41139
134323,2016,A,VIVO,CA92845J1049,675000,8.4181
134325,2016,A,,KYG4520R1065,,
134337,2016,A,ROCK,CA77406R1082,,
134356,2016,A,ALK,IT0005314635,,
134371,2016,A,,DE000A2E4RU2,,
134383,2016,A,CMP,VN000000CMP3,,
134391,2016,A,GPI,TH8316010009,,
134400,2016,A,,,,
134410,2016,A,EHC,US29261A1007,3667465983,4.98365
134412,2016,A,RBNC,US75956B1017,167311426.59,1.56484
134417,2016,A,,,,
134428,2016,A,ATOM,BG1100007159,60038597.4,0.74054
134458,2016,A,DDD,TH8365010009,,
134511,2016,A,CDMO,US05368M1062,73069360.113,1.84086
134514,2016,A,SYNH,US87166B1026,2827922543.6,9.38034
134520,2016,A,,,,
134521,2016,A,,,,
134526,2016,A,,,,
134533,2016,A,TTEC,US89854H1023,1406467636.5,3.96284
134562,2016,A,GPI,IT0005221517,164988456.05,2.73205
134573,2016,A,CAMP,ID1000141500,,
134597,2016,A,,,,
134598,2016,A,ADT,US00090Q1031,,
134600,2016,A,BPRN,US0645201098,141011850,1.36293
134608,2016,A,,,,
134610,2016,A,,,,
134658,2016,A,NINE,US65441V1017,,
134696,2016,A,PTE,PLBMRNG00013,101648765,7.38294
134706,2016,A,,US74348P2092,,
134710,2016,A,GTES,GB00BD9G2S12,,
134718,2016,A,GME,PLGRMID00019,,
134736,2016,A,PRO,PLAPNPS00017,58743085.66,5.86928
134740,2016,A,CDLX,US14161W1053,,
134748,2016,A,,,,
134768,2016,A,HHS,US4161962026,93084108.55,35.047
134790,2016,A,PRPL,US74640Y1064,192898125,1.29212
134804,2016,A,WHD,US1272031071,,
134805,2016,A,WHD,US1272031071,,
134806,2016,A,,,,
134809,2016,A,EOLS,US30052C1071,,
134813,2016,A,AGS,US72814N1046,,
134820,2016,A,CUE,US22978P1066,,
134839,2016,A,BRO,CA06766T1075,25456.13,-0.05739
134851,2016,A,VCTR,US92645B1035,,
134852,2016,A,VCTR,US92645B1035,,
134853,2016,A,,,,
134887,2016,A,,,,
134892,2016,A,VXRT,US92243A2006,47527798.535,1.02874
134896,2016,A,SRG,CA85236E1060,6018566.28,2.61495
134908,2016,A,,,,
134919,2016,A,,,,
134941,2016,A,META,CA59101W1032,4169821.5839,4.07413
134943,2016,A,F,CA31810L1085,,
134961,2016,A,,,,
134962,2016,A,,,,
134963,2016,A,,,,
134975,2016,A,BIIB,IQ000A0Q20T7,150000000000,0.57416
135026,2016,A,BKNG,US09857L1089,72113025487,7.34338
135029,2016,A,ENTG,CA2938611001,12855000.55,4.43038
135059,2016,A,,,,
135060,2016,A,BKR,US05722G1004,,
135061,2016,A,,,,
135070,2016,A,ABM,TH8422010000,,
135100,2016,A,,,,
135110,2016,A,DBX,US26210C1045,,
135111,2016,A,DBX,US26210C1045,,
135112,2016,A,,,,
135134,2016,A,VPG,VN000000VPG5,,
135140,2016,A,ZS,US98980G1022,,
135169,2016,A,PCAR,ID1000141807,,
135180,2016,A,,,,
135199,2016,A,,,,
135200,2016,A,,,,
135210,2016,A,RCUS,US03969F1093,,
135215,2016,A,RCL,AU000000RCL0,,
135237,2016,A,,,,
135239,2016,A,,,,
135244,2016,A,,,,
135259,2016,A,,,,
135261,2016,A,,,,
135266,2016,A,RFL,US75062E1064,,
135285,2016,A,GRC,GB00BG06MV41,,
135288,2016,A,HAL,INE066F01012,,
135290,2016,A,,,,
135297,2016,A,FIXX,US4380831077,,
135298,2016,A,,,,
135299,2016,A,,,,
135300,2016,A,,,,
135306,2016,A,WTTR,US81617J3014,,
135307,2016,A,,,,
135308,2016,A,,,,
135316,2016,A,ASGN,US00191U1025,2327955694.1,2.67908
135322,2016,A,,,,
135323,2016,A,,,,
135324,2016,A,,,,
135325,2016,A,,,,
135337,2016,A,,,,
135338,2016,A,,,,
135339,2016,A,,,,
135345,2016,A,BAC,CA0704902067,2901646.5,-1.40056
135365,2016,A,AVGO,US11135F1012,70404213861,3.72667
135375,2016,A,BL,TN0007580012,52649194.4,1.04944
135391,2016,A,,,,
135392,2016,A,,,,
135393,2016,A,,,,
135394,2016,A,,,,
135395,2016,A,,,,
135396,2016,A,,,,
135409,2016,A,RDVT,US75704L1044,,
135410,2016,A,SMAR,US83200N1037,,
135412,2016,A,HEAR,US9004502061,64519250.16,-3.11749
135424,2016,A,,,,
135428,2016,A,ZUO,US98983V1061,,
135429,2016,A,ZUO,US98983V1061,,
135430,2016,A,,,,
135442,2016,A,HAL,VGG425271126,20371346.802,4.11022
135460,2016,A,,,,
135461,2016,A,VMD,CA92663R1055,,
135465,2016,A,DOCU,US2561631068,,
135476,2016,A,EAF,US3843135084,,
135478,2016,A,,,,
135480,2016,A,SOI,US83418M1036,,
135481,2016,A,,,,
135483,2016,A,,,,
135506,2016,A,AC,US0455281065,166176586.8,0.91164
135507,2016,A,,,,
135510,2016,A,LASR,US65487K1007,,
135513,2016,A,,,,
135538,2016,A,AVYA,US05351X1019,,
135539,2016,A,BHR,US10482B1017,355194184.8,1.15026
135543,2016,A,TPB,VN000000TPB0,,
135545,2016,A,,,,
135554,2016,A,ELV,ROELVIACNOR6,,
135560,2016,A,NEO,CA64046G1063,,
135567,2016,A,HL,TN0007310139,52743187.783,0.95108
135575,2016,A,,,,
135578,2016,A,GSHD,US38267D1090,,
135579,2016,A,GSHD,US38267D1090,,
135580,2016,A,,,,
135586,2016,A,SMAR,US83200N1037,,
135587,2016,A,,,,
135597,2016,A,,,,
135599,2016,A,BCML,US07272M1071,145178068.92,1.85975
135608,2016,A,CDAY,US15677J1088,,
135614,2016,A,INSP,US4577301090,,
135616,2016,A,SNDR,US80689H1023,,
135617,2016,A,,,,
135619,2016,A,,,,
135622,2016,A,AMRX,US03168L1052,976586095.75,1.56511
135625,2016,A,,,,
135627,2016,A,LADR,US5057431042,982162252.4,1.54784
135628,2016,A,,,,
135630,2016,A,,,,
135631,2016,A,NRC,US6373722023,396930311,5.60575
135638,2016,A,,,,
135644,2016,A,CEVA,CH0413237394,,
135706,2016,A,ESTE,US27032D3044,,
135707,2016,A,,,,
135709,2016,A,OPRX,US68401U2042,24072282.029,3.08137
135719,2016,A,WGO,CA9638101068,72263901.92,2.60206
135728,2016,A,ROAD,US21044C1071,,
135729,2016,A,ROAD,US21044C1071,,
135730,2016,A,,,,
135741,2016,A,OBNK,US68621T1025,,
135742,2016,A,SESN,US8177631053,46856051.24,1.21147
135745,2016,A,,,,
135746,2016,A,,,,
135747,2016,A,,,,
135777,2016,A,BAX,VN000000BAX4,,
135784,2016,A,CIA,VN000000CIA3,,
135815,2016,A,,,,
135816,2016,A,,,,
135817,2016,A,,,,
135820,2016,A,SRRK,US80706P1030,,
135821,2016,A,CNA,AU0000002347,,
135830,2016,A,JEF,US47233W1099,8356632668.3,0.82509
135839,2016,A,,,,
135840,2016,A,,,,
135841,2016,A,,,,
