gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,gind
001004,20160531,2015,INDL,C,D,STD,AIR,AAR CORP,USD,A,201010
001045,20161231,2016,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,A,203020
001050,20161231,2016,INDL,C,D,STD,CECO,CECO ENVIRONMENTAL CORP,USD,A,202010
001075,20161231,2016,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,A,551010
001076,20161231,2016,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,A,402020
001078,20161231,2016,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,A,351010
001161,20161231,2016,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,A,453010
001209,20160930,2016,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,A,151010
001230,20161231,2016,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,A,203020
001234,20161231,2016,INDL,C,D,STD,ATRI,ATRION CORP,USD,A,351010
001254,20161231,2016,INDL,C,D,STD,MATX,MATSON INC,USD,A,203030
001257,20161231,2016,FS,C,D,STD,ALX,ALEXANDER'S INC,USD,A,601010
001257,20161231,2016,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,A,601010
001266,20160930,2016,INDL,C,D,STD,ALCO,ALICO INC,USD,A,302020
001274,20161231,2016,FS,C,D,STD,Y,ALLEGHANY CORP,USD,I,403010
001274,20161231,2016,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,I,403010
001300,20161231,2016,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,A,201050
001327,20160930,2016,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,A,453010
001380,20161231,2016,INDL,C,D,STD,HES,HESS CORP,USD,A,101020
001393,20160331,2015,INDL,C,D,STD,UHAL,U-HAUL HOLDING CO,USD,A,203040
001410,20161031,2016,INDL,C,D,STD,ABM,ABM INDUSTRIES INC,USD,A,202010
001414,20161231,2016,FS,C,D,STD,PRI,PRIMERICA INC,USD,A,403010
001414,20161231,2016,INDL,C,D,STD,PRI,PRIMERICA INC,USD,A,403010
001440,20161231,2016,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,A,551010
001447,20161231,2016,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,A,402020
001447,20161231,2016,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,A,402020
001449,20161231,2016,FS,C,D,STD,AFL,AFLAC INC,USD,A,403010
001449,20161231,2016,INDL,C,D,STD,AFL,AFLAC INC,USD,A,403010
001487,20161231,2016,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,A,403010
001487,20161231,2016,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,A,403010
001585,20161231,2016,INDL,C,D,STD,AVD,AMERICAN VANGUARD CORP,USD,A,151010
001598,20161231,2016,INDL,C,D,STD,AME,AMETEK INC,USD,A,201040
001602,20161231,2016,INDL,C,D,STD,AMGN,AMGEN INC,USD,A,352010
001613,20161231,2016,INDL,C,D,STD,AP,AMPCO-PITTSBURGH CORP,USD,A,151040
001632,20161031,2016,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,A,453010
001659,20161231,2016,INDL,C,D,STD,ANDE,ANDERSONS INC,USD,A,301010
001678,20161231,2016,INDL,C,D,STD,APA,APA CORP,USD,A,101020
001686,20160229,2015,INDL,C,D,STD,APOG,APOGEE ENTERPRISES INC,USD,A,201020
001690,20160930,2016,INDL,C,D,STD,AAPL,APPLE INC,USD,A,452020
001704,20161031,2016,INDL,C,D,STD,AMAT,APPLIED MATERIALS INC,USD,A,453010
001706,20160831,2016,INDL,C,D,STD,EPAC,ENERPAC TOOL GROUP CORP,USD,A,201060
001722,20161231,2016,INDL,C,D,STD,ADM,ARCHER-DANIELS-MIDLAND CO,USD,A,302020
001743,20161231,2016,INDL,C,D,STD,ARCB,ARCBEST CORP,USD,A,203040
001773,20161231,2016,INDL,C,D,STD,ARW,ARROW ELECTRONICS INC,USD,A,452030
001794,20160930,2016,INDL,C,D,STD,ASH,ASHLAND INC,USD,A,151010
001820,20160131,2015,INDL,C,D,STD,ALOT,ASTRONOVA INC,USD,A,452020
001823,20161231,2016,INDL,C,D,STD,ATRO,ASTRONICS CORP,USD,A,201010
001864,20160131,2015,INDL,C,D,STD,REX,REX AMERICAN RESOURCES CORP,USD,A,101020
001878,20160131,2015,INDL,C,D,STD,ADSK,AUTODESK INC,USD,A,451030
001891,20160630,2016,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,A,451020
001913,20161231,2016,INDL,C,D,STD,AVY,AVERY DENNISON CORP,USD,A,151030
001919,20160630,2016,INDL,C,D,STD,AVT,AVNET INC,USD,A,452030
001926,20160229,2015,INDL,C,D,STD,AZZ,AZZ INC,USD,A,201020
001949,20160930,2016,FS,C,D,STD,BRT,BRT APARTMENTS CORP,USD,A,601010
001949,20160930,2016,INDL,C,D,STD,BRT,BRT APARTMENTS CORP,USD,A,601010
001968,20161231,2016,INDL,C,D,STD,BMI,BADGER METER INC,USD,A,452030
001979,20161231,2016,INDL,C,D,STD,BCPC,BALCHEM CORP  -CL B,USD,A,151010
001988,20161231,2016,INDL,C,D,STD,BALL,BALL CORP,USD,A,151030
002005,20161231,2016,FS,C,D,STD,BOH,BANK OF HAWAII CORP,USD,A,401010
002005,20161231,2016,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,USD,A,401010
002019,20161231,2016,FS,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,A,402030
002019,20161231,2016,INDL,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,A,402030
002049,20161231,2016,INDL,C,D,STD,B,BARNES GROUP INC,USD,A,201060
002080,20161130,2016,INDL,C,D,STD,BSET,BASSETT FURNITURE INDS,USD,A,252010
002086,20161231,2016,INDL,C,D,STD,BAX,BAXTER INTERNATIONAL INC,USD,A,351010
002101,20160630,2016,INDL,C,D,STD,AIT,APPLIED INDUSTRIAL TECH INC,USD,A,201070
002111,20160930,2016,INDL,C,D,STD,BDX,BECTON DICKINSON & CO,USD,A,351010
002136,20161231,2016,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,A,501010
002184,20160131,2015,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,A,255040
002220,20161231,2016,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,A,352030
002259,20161231,2016,INDL,C,D,STD,BKH,BLACK HILLS CORP,USD,A,551030
002269,20160430,2015,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,A,253020
002285,20161231,2016,INDL,C,D,STD,BA,BOEING CO,USD,A,201010
002312,20161231,2016,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,A,202020
002352,20160731,2016,INDL,C,D,STD,BRC,BRADY CORP,USD,A,202010
002403,20161231,2016,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,A,352020
002435,20160430,2015,INDL,C,D,STD,BF.B,BROWN FORMAN CORP,USD,A,302010
002436,20160131,2015,INDL,C,D,STD,CAL,CALERES INC,USD,A,255040
002444,20161231,2016,INDL,C,D,STD,BC,BRUNSWICK CORP,USD,A,252020
002448,20161231,2016,INDL,C,D,STD,MTRN,MATERION CORP,USD,A,151040
002497,20161231,2016,INDL,C,D,STD,MTZ,MASTEC INC,USD,A,201030
002504,20161231,2016,INDL,C,D,STD,UIS,UNISYS CORP,USD,A,451020
002536,20160331,2015,INDL,C,D,STD,RAMP,LIVERAMP HOLDINGS INC,USD,A,451030
002547,20161231,2016,FS,C,D,STD,CI,CIGNA CORP,USD,A,351020
002547,20161231,2016,INDL,C,D,STD,CI,CIGNA CORP,USD,A,351020
002558,20161231,2016,FS,C,D,STD,CNA,CNA FINANCIAL CORP,USD,A,403010
002558,20161231,2016,INDL,C,D,STD,CNA,CNA FINANCIAL CORP,USD,A,403010
002574,20161231,2016,INDL,C,D,STD,CSX,CSX CORP,USD,A,203040
002577,20161231,2016,INDL,C,D,STD,CTS,CTS CORP,USD,A,452030
002578,20161231,2016,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,A,451030
002593,20160930,2016,INDL,C,D,STD,CBT,CABOT CORP,USD,A,151010
002596,20160630,2016,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,A,202020
002615,20160229,2015,INDL,C,D,STD,CAMP,CALAMP CORP,USD,A,452010
002628,20161231,2016,INDL,C,D,STD,CWT,CALIFORNIA WATER SERVICE GP,USD,A,551040
002663,20160731,2016,INDL,C,D,STD,CPB,CAMPBELL SOUP CO,USD,A,302020
002710,20160229,2015,INDL,C,D,STD,STZ,CONSTELLATION BRANDS,USD,A,302010
002751,20160630,2016,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,A,351020
002771,20161231,2016,INDL,C,D,STD,CSL,CARLISLE COS INC,USD,A,201020
002787,20160630,2016,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,A,151040
002807,20160430,2015,INDL,C,D,STD,CASY,CASEYS GENERAL STORES INC,USD,A,301010
002817,20161231,2016,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,A,201060
002818,20160131,2015,INDL,C,D,STD,CATO,CATO CORP  -CL A,USD,A,255040
002820,20160331,2015,INDL,C,D,STD,CVCO,CAVCO INDUSTRIES INC,USD,A,252010
002884,20161231,2016,INDL,C,D,STD,LUMN,LUMEN TECHNOLOGIES INC,USD,A,501010
002960,20161231,2016,INDL,C,D,STD,CHE,CHEMED CORP,USD,A,351020
002968,20161231,2016,FS,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,A,401010
002968,20161231,2016,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,A,401010
002986,20161231,2016,INDL,C,D,STD,CPK,CHESAPEAKE UTILITIES CORP,USD,A,551020
002991,20161231,2016,INDL,C,D,STD,CVX,CHEVRON CORP,USD,A,101020
003007,20160630,2016,INDL,C,D,STD,EAT,BRINKER INTL INC,USD,A,253010
003026,20161231,2016,INDL,C,D,STD,CHD,CHURCH & DWIGHT INC,USD,A,303010
003028,20161231,2016,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,A,253010
003062,20160531,2015,INDL,C,D,STD,CTAS,CINTAS CORP,USD,A,202010
003107,20161231,2016,INDL,C,D,STD,CLF,CLEVELAND-CLIFFS INC,USD,A,151040
003121,20160630,2016,INDL,C,D,STD,CLX,CLOROX CO/DE,USD,A,303010
003138,20161231,2016,INDL,C,D,STD,COKE,COCA COLA CONSOLIDATED INC,USD,A,302010
003144,20161231,2016,INDL,C,D,STD,KO,COCA-COLA CO,USD,A,302010
003153,20161231,2016,INDL,C,D,STD,CDE,COEUR MINING INC,USD,A,151040
003158,20161231,2016,INDL,C,D,STD,COHU,COHU INC,USD,A,453010
003170,20161231,2016,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,A,303010
003203,20160831,2016,INDL,C,D,STD,CCF,CHASE CORP,USD,A,151010
003226,20161231,2016,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,A,502010
003231,20161231,2016,FS,C,D,STD,CMA,COMERICA INC,USD,A,401010
003231,20161231,2016,INDL,C,D,STD,CMA,COMERICA INC,USD,A,401010
003243,20161231,2016,FS,C,D,STD,C,CITIGROUP INC,USD,A,401010
003243,20161231,2016,INDL,C,D,STD,C,CITIGROUP INC,USD,A,401010
003246,20160831,2016,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,A,151040
003278,20161231,2016,INDL,C,D,STD,CAR,AVIS BUDGET GROUP INC,USD,A,203040
003336,20160331,2015,INDL,C,D,STD,DXC,DXC TECHNOLOGY CO,USD,A,451020
003358,20160731,2016,INDL,C,D,STD,CMTL,COMTECH TELECOMMUN,USD,A,452010
003362,20160531,2015,INDL,C,D,STD,CAG,CONAGRA BRANDS INC,USD,A,302020
003382,20161231,2016,INDL,C,D,STD,SSTK,SHUTTERSTOCK INC,USD,A,502030
003413,20161231,2016,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,A,551030
003429,20161231,2016,FS,C,D,STD,CTO,CTO REALTY GROWTH INC,USD,A,601010
003429,20161231,2016,INDL,C,D,STD,CTO,CTO REALTY GROWTH INC,USD,A,601010
003439,20161231,2016,INDL,C,D,STD,CMS,CMS ENERGY CORP,USD,A,551030
003469,20161231,2016,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,I,101020
003504,20161031,2016,INDL,C,D,STD,COO,COOPER COS INC (THE),USD,A,351010
003505,20161231,2016,INDL,C,D,STD,TAP,MOLSON COORS BEVERAGE CO,USD,A,302010
003532,20161231,2016,INDL,C,D,STD,GLW,CORNING INC,USD,A,452030
003562,20161231,2016,FS,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,A,601010
003562,20161231,2016,INDL,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,A,601010
003570,20160731,2016,INDL,C,D,STD,CBRL,CRACKER BARREL OLD CTRY STOR,USD,A,253010
003580,20161231,2016,INDL,C,D,STD,CR,CRANE HOLDINGS CO,USD,A,201060
003592,20161231,2016,INDL,C,D,STD,OMF,ONEMAIN HOLDINGS INC,USD,A,402020
003619,20161231,2016,INDL,C,D,STD,CCK,CROWN HOLDINGS INC,USD,A,151030
003643,20161231,2016,FS,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,A,401010
003643,20161231,2016,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,A,401010
003647,20160430,2015,INDL,C,D,STD,CULP,CULP INC,USD,A,252030
003650,20161231,2016,INDL,C,D,STD,CMI,CUMMINS INC,USD,A,201060
003662,20161231,2016,INDL,C,D,STD,CW,CURTISS-WRIGHT CORP,USD,A,201010
003708,20161231,2016,INDL,C,D,STD,WEN,WENDY'S CO,USD,A,253010
003734,20161231,2016,INDL,C,D,STD,DAN,DANA INC,USD,A,251010
003735,20161231,2016,INDL,C,D,STD,DHR,DANAHER CORP,USD,A,352030
003806,20161231,2016,INDL,C,D,STD,DWSN,DAWSON GEOPHYSICAL CO,USD,A,101010
003813,20160131,2015,INDL,C,D,STD,TGT,TARGET CORP,USD,A,255030
003835,20161031,2016,INDL,C,D,STD,DE,DEERE & CO,USD,A,201060
003851,20161231,2016,INDL,C,D,STD,DAL,DELTA AIR LINES INC,USD,A,203020
003863,20161231,2016,INDL,C,D,STD,DLX,DELUXE CORP,USD,A,202010
003897,20161231,2016,INDL,C,D,STD,DTE,DTE ENERGY CO,USD,A,551030
003905,20160630,2016,INDL,C,D,STD,ATGE,ADTALEM GLOBAL EDUCATION INC,USD,A,253020
003937,20160331,2015,INDL,C,D,STD,PYYX,PYXUS INTERNATIONAL INC,USD,A,302030
003946,20161231,2016,INDL,C,D,STD,DBD,DIEBOLD NIXDORF INC,USD,A,452020
003964,20160131,2015,INDL,C,D,STD,DDS,DILLARDS INC  -CL A,USD,A,255030
003969,20161231,2016,INDL,C,D,STD,DIOD,DIODES INC,USD,A,453010
003980,20160930,2016,INDL,C,D,STD,DIS,DISNEY (WALT) CO,USD,A,502020
004016,20160131,2015,INDL,C,D,STD,DG,DOLLAR GENERAL CORP,USD,A,255030
004029,20161231,2016,INDL,C,D,STD,D,DOMINION ENERGY INC,USD,A,551030
004036,20160731,2016,INDL,C,D,STD,DCI,DONALDSON CO INC,USD,A,201060
004058,20161231,2016,INDL,C,D,STD,DOV,DOVER CORP,USD,A,201060
004060,20161231,2016,INDL,C,D,STD,DD,DUPONT DE NEMOURS INC,USD,A,151010
004066,20161231,2016,INDL,C,D,STD,OMC,OMNICOM GROUP INC,USD,A,502010
004091,20161231,2016,INDL,C,D,STD,DCO,DUCOMMUN INC,USD,A,201010
004093,20161231,2016,INDL,C,D,STD,DUK,DUKE ENERGY CORP,USD,A,551010
004094,20161231,2016,INDL,C,D,STD,DNB,DUN & BRADSTREET HOLDNGS INC,USD,A,202020
004108,20161231,2016,INDL,C,D,STD,FLS,FLOWSERVE CORP,USD,A,201060
004115,20160731,2016,INDL,C,D,STD,DY,DYCOM INDUSTRIES INC,USD,A,201030
004145,20161231,2016,INDL,C,D,STD,PKI,PERKINELMER INC,USD,A,352030
004186,20161231,2016,INDL,C,D,STD,EML,EASTERN CO,USD,A,201060
004193,20161231,2016,FS,C,D,STD,EGP,EASTGROUP PROPERTIES,USD,A,601010
004193,20161231,2016,INDL,C,D,STD,EGP,EASTGROUP PROPERTIES,USD,A,601010
004194,20161231,2016,INDL,C,D,STD,KODK,EASTMAN KODAK CO,USD,A,452020
004213,20161231,2016,INDL,C,D,STD,ECL,ECOLAB INC,USD,A,151010
004321,20160930,2016,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,A,201040
004383,20160930,2016,INDL,C,D,STD,ATO,ATMOS ENERGY CORP,USD,A,551020
004390,20160229,2015,INDL,C,D,STD,EBF,ENNIS INC,USD,A,202010
004418,20160731,2016,INDL,C,D,STD,ENZ,ENZO BIOCHEM INC,USD,A,351020
004423,20161231,2016,INDL,C,D,STD,EFX,EQUIFAX INC,USD,A,202020
004430,20161231,2016,INDL,C,D,STD,EQT,EQT CORP,USD,A,101020
004448,20161231,2016,INDL,C,D,STD,ESCA,ESCALADE INC,USD,A,252020
004462,20161231,2016,INDL,C,D,STD,NEU,NEWMARKET CORP,USD,A,151010
004485,20161231,2016,FS,C,D,STD,KINS,KINGSTONE COS INC,USD,A,403010
004485,20161231,2016,INDL,C,D,STD,KINS,KINGSTONE COS INC,USD,A,403010
004494,20161231,2016,INDL,C,D,STD,EXPD,EXPEDITORS INTL WASH INC,USD,A,203010
004497,20161231,2016,INDL,C,D,STD,BOOM,DMC GLOBAL INC,USD,A,101010
004498,20160930,2016,INDL,C,D,STD,IIIN,INSTEEL INDUSTRIES,USD,A,201020
004503,20161231,2016,INDL,C,D,STD,XOM,EXXON MOBIL CORP,USD,A,101020
004510,20161231,2016,INDL,C,D,STD,FMC,FMC CORP,USD,A,151010
004517,20161231,2016,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,A,551010
004579,20160630,2016,INDL,C,D,STD,FARM,FARMER BROTHERS CO,USD,A,302020
004598,20160531,2015,INDL,C,D,STD,FDX,FEDEX CORP,USD,A,203010
004608,20161231,2016,INDL,C,D,STD,FSS,FEDERAL SIGNAL CORP,USD,A,201060
004611,20160131,2015,INDL,C,D,STD,M,MACY'S INC,USD,A,255030
004640,20161231,2016,FS,C,D,STD,FITB,FIFTH THIRD BANCORP,USD,A,401010
004640,20161231,2016,INDL,C,D,STD,FITB,FIFTH THIRD BANCORP,USD,A,401010
004674,20161231,2016,FS,C,D,STD,RF,REGIONS FINANCIAL CORP,USD,A,401010
004674,20161231,2016,INDL,C,D,STD,RF,REGIONS FINANCIAL CORP,USD,A,401010
004699,20161231,2016,FS,C,D,STD,MTB,M & T BANK CORP,USD,A,401010
004699,20161231,2016,INDL,C,D,STD,MTB,M & T BANK CORP,USD,A,401010
004723,20161231,2016,FS,C,D,STD,USB,US BANCORP,USD,A,401010
004723,20161231,2016,INDL,C,D,STD,USB,US BANCORP,USD,A,401010
004737,20161231,2016,FS,C,D,STD,FHN,FIRST HORIZON CORP,USD,A,401010
004737,20161231,2016,INDL,C,D,STD,FHN,FIRST HORIZON CORP,USD,A,401010
004771,20160630,2016,INDL,C,D,STD,FLXS,FLEXSTEEL INDUSTRIES INC,USD,A,252010
004809,20161231,2016,INDL,C,D,STD,FLO,FLOWERS FOODS INC,USD,A,302020
004818,20161231,2016,INDL,C,D,STD,FLR,FLUOR CORP,USD,A,201030
004826,20160630,2016,INDL,C,D,STD,FONR,FONAR CORP,USD,A,351010
004839,20161231,2016,INDL,C,D,STD,F,FORD MOTOR CO,USD,A,251020
004860,20161231,2016,INDL,C,D,STD,FSTR,FOSTER (LB) CO,USD,A,201060
004881,20161231,2016,INDL,C,D,STD,FELE,FRANKLIN ELECTRIC CO INC,USD,A,201060
004885,20160930,2016,FS,C,D,STD,BEN,FRANKLIN RESOURCES INC,USD,A,402030
004885,20160930,2016,INDL,C,D,STD,BEN,FRANKLIN RESOURCES INC,USD,A,402030
004926,20161130,2016,INDL,C,D,STD,FUL,FULLER (H. B.) CO,USD,A,151010
004941,20161231,2016,INDL,C,D,STD,GATX,GATX CORP,USD,A,201070
004973,20161231,2016,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,A,403010
004988,20161231,2016,INDL,C,D,STD,TGNA,TEGNA INC,USD,A,502010
004990,20160131,2015,INDL,C,D,STD,GPS,GAP INC,USD,A,255040
005018,20161231,2016,INDL,C,D,STD,AJRD,AEROJET ROCKETDYNE HOLDINGS,USD,A,201010
005046,20161231,2016,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,A,201010
005047,20161231,2016,INDL,C,D,STD,GE,GENERAL ELECTRIC CO,USD,A,201050
005071,20160531,2015,INDL,C,D,STD,GIS,GENERAL MILLS INC,USD,A,302020
005072,20161231,2016,FS,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,A,402020
005072,20161231,2016,INDL,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,A,402020
005073,20161231,2016,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,A,251020
005087,20161231,2016,INDL,C,D,STD,SPXC,SPX TECHNOLOGIES INC,USD,A,201060
005109,20160131,2015,INDL,C,D,STD,GCO,GENESCO INC,USD,A,255040
005116,20161231,2016,INDL,C,D,STD,GNTX,GENTEX CORP,USD,A,251010
005125,20161231,2016,INDL,C,D,STD,GPC,GENUINE PARTS CO,USD,A,255010
005149,20161231,2016,FS,C,D,STD,GTY,GETTY REALTY CORP,USD,A,601010
005149,20161231,2016,INDL,C,D,STD,GTY,GETTY REALTY CORP,USD,A,601010
005179,20161231,2016,INDL,C,D,STD,GLT,GLATFELTER CORP,USD,A,151050
005234,20161231,2016,INDL,C,D,STD,GT,GOODYEAR TIRE & RUBBER CO,USD,A,251010
005237,20161231,2016,INDL,C,D,STD,GRC,GORMAN-RUPP CO,USD,A,201060
005252,20161231,2016,INDL,C,D,STD,GGG,GRACO INC,USD,A,201060
005254,20160331,2015,INDL,C,D,STD,GHM,GRAHAM CORP,USD,A,201060
005256,20161231,2016,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,A,201070
005284,20161231,2016,INDL,C,D,STD,GTN,GRAY TELEVISION INC,USD,A,502010
005338,20161031,2016,INDL,C,D,STD,GEF,GREIF INC  -CL A,USD,A,151030
005342,20161231,2016,FS,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,A,451020
005342,20161231,2016,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,A,451020
005439,20161231,2016,INDL,C,D,STD,HAL,HALLIBURTON CO,USD,A,101010
005492,20160630,2016,INDL,C,D,STD,LHX,L3HARRIS TECHNOLOGIES INC,USD,A,201010
005496,20161231,2016,INDL,C,D,STD,HSC,HARSCO CORP,USD,A,202010
005518,20161231,2016,INDL,C,D,STD,HAS,HASBRO INC,USD,A,252020
005520,20161231,2016,INDL,C,D,STD,AMOT,ALLIED MOTION TECHNOLOGIES,USD,A,201040
005523,20161231,2016,INDL,C,D,STD,HVT,HAVERTY FURNITURE,USD,A,255040
005526,20161231,2016,INDL,C,D,STD,HE,HAWAIIAN ELECTRIC INDS,USD,A,551010
005530,20160331,2015,INDL,C,D,STD,HWKN,HAWKINS INC,USD,A,151010
005539,20161231,2016,INDL,C,D,STD,HCSG,HEALTHCARE SERVICES GROUP,USD,A,202010
005543,20161231,2016,FS,C,D,STD,WELL,WELLTOWER INC,USD,A,601010
005543,20161231,2016,INDL,C,D,STD,WELL,WELLTOWER INC,USD,A,601010
005559,20161231,2016,INDL,C,D,STD,STRL,STERLING INFRASTRUCTURE INC,USD,A,201030
005560,20161231,2016,INDL,C,D,STD,HL,HECLA MINING CO,USD,A,151040
005567,20161031,2016,INDL,C,D,STD,HEI,HEICO CORP,USD,A,201010
005568,20161231,2016,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,A,302020
005581,20160930,2016,INDL,C,D,STD,HP,HELMERICH & PAYNE,USD,A,101010
005597,20161231,2016,INDL,C,D,STD,HSY,HERSHEY CO,USD,A,302020
005600,20161231,2016,INDL,C,D,STD,HTZ,HERTZ GLOBAL HOLDINGS INC,USD,A,203040
005606,20161031,2016,INDL,C,D,STD,HPQ,HP INC,USD,A,452020
005608,20161231,2016,INDL,C,D,STD,HXL,HEXCEL CORP,USD,A,201010
005643,20161231,2016,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,A,253010
005667,20161231,2016,INDL,C,D,STD,DINO,HF SINCLAIR CORP,USD,A,101020
005680,20160131,2015,INDL,C,D,STD,HD,HOME DEPOT INC,USD,A,255040
005690,20161231,2016,INDL,C,D,STD,HNI,HNI CORP,USD,A,202010
005709,20161031,2016,INDL,C,D,STD,HRL,HORMEL FOODS CORP,USD,A,302020
005742,20161231,2016,INDL,C,D,STD,CNP,CENTERPOINT ENERGY INC,USD,A,551030
005750,20161031,2016,INDL,C,D,STD,HOV,HOVNANIAN ENTRPRS INC  -CL A,USD,A,252010
005763,20161031,2016,FS,C,D,STD,UBA,URSTADT BIDDLE PROPERTIES,USD,A,601010
005763,20161031,2016,INDL,C,D,STD,UBA,URSTADT BIDDLE PROPERTIES,USD,A,601010
005764,20161231,2016,INDL,C,D,STD,HUBB,HUBBELL INC,USD,A,201040
005783,20161231,2016,INDL,C,D,STD,JBHT,HUNT (JB) TRANSPRT SVCS INC,USD,A,203040
005788,20161031,2016,INDL,C,D,STD,HURC,HURCO COS INC,USD,A,201060
005860,20161231,2016,INDL,C,D,STD,ITT,ITT INC,USD,A,201060
005862,20161231,2016,FS,C,D,STD,RYN,RAYONIER INC,USD,A,601010
005862,20161231,2016,INDL,C,D,STD,RYN,RAYONIER INC,USD,A,601010
005870,20161231,2016,INDL,C,D,STD,IDA,IDACORP INC,USD,A,551010
005878,20161231,2016,INDL,C,D,STD,ITW,ILLINOIS TOOL WORKS,USD,A,201060
005968,20161231,2016,INDL,C,D,STD,RYI,RYERSON HOLDING CORP,USD,A,151040
005987,20160930,2016,INDL,C,D,STD,GFF,GRIFFON CORP,USD,A,201020
006008,20161231,2016,INDL,C,D,STD,INTC,INTEL CORP,USD,A,453010
006013,20161231,2016,INDL,C,D,STD,CCRD,CORECARD CORPORATION,USD,A,451030
006034,20161231,2016,INDL,C,D,STD,TILE,INTERFACE INC,USD,A,202010
006066,20161231,2016,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,A,451020
006078,20161231,2016,INDL,C,D,STD,IFF,INTL FLAVORS & FRAGRANCES,USD,A,151010
006100,20161231,2016,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,A,451030
006104,20161231,2016,INDL,C,D,STD,IP,INTL PAPER CO,USD,A,151030
006136,20161231,2016,INDL,C,D,STD,IPG,INTERPUBLIC GROUP OF COS,USD,A,502010
006216,20160930,2016,INDL,C,D,STD,J,JACOBS SOLUTIONS INC,USD,A,202020
006223,20161231,2016,INDL,C,D,STD,EME,EMCOR GROUP INC,USD,A,201030
006266,20161231,2016,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,A,352020
006304,20160630,2016,INDL,C,D,STD,KLAC,KLA CORP,USD,A,453010
006310,20161231,2016,INDL,C,D,STD,KMI,KINDER MORGAN INC,USD,A,101020
006326,20161231,2016,INDL,C,D,STD,KAMN,KAMAN CORP,USD,A,201010
006338,20161231,2016,INDL,C,D,STD,EVRG,EVERGY INC,USD,A,551010
