gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,gind
133366,20161231,2016,INDL,C,D,STD,EW,EDWARDS LIFESCIENCES CORP,USD,A,351010
133367,20160930,2016,INDL,C,D,STD,EPC,EDGEWELL PERSONAL CARE CO,USD,A,303020
133468,20161231,2016,INDL,C,D,STD,RIGL,RIGEL PHARMACEUTICALS INC,USD,A,352010
133766,20161231,2016,INDL,C,D,STD,HSTM,HEALTHSTREAM INC,USD,A,351030
133768,20161231,2016,FS,C,D,STD,MET,METLIFE INC,USD,A,403010
133768,20161231,2016,INDL,C,D,STD,MET,METLIFE INC,USD,A,403010
133868,20161231,2016,INDL,C,D,STD,LXRX,LEXICON PHARMACEUTICALS INC,USD,A,352010
133869,20161231,2016,INDL,C,D,STD,LPSN,LIVEPERSON INC,USD,A,451030
133871,20161231,2016,INDL,C,D,STD,SGMO,SANGAMO THERAPEUTICS INC,USD,A,352010
133885,20161231,2016,INDL,C,D,STD,EXEL,EXELIXIS INC,USD,A,352010
134932,20161231,2016,INDL,C,D,STD,ON,ON SEMICONDUCTOR CORP,USD,A,453010
135044,20161231,2016,INDL,C,D,STD,PXLW,PIXELWORKS INC,USD,A,453010
135484,20161231,2016,INDL,C,D,STD,FYBR,FRONTIER COMMUNIC PARENT INC,USD,A,501010
135788,20161231,2016,INDL,C,D,STD,CEVA,CEVA INC,USD,A,453010
135965,20161231,2016,INDL,C,D,STD,RBBN,RIBBON COMMUNICATIONS INC,USD,A,452010
135990,20161231,2016,INDL,C,D,STD,NRG,NRG ENERGY INC,USD,A,551010
136186,20161231,2016,INDL,C,D,STD,INSM,INSMED INC,USD,A,352010
136265,20161231,2016,FS,C,D,STD,PACW,PACWEST BANCORP,USD,A,401010
136265,20161231,2016,INDL,C,D,STD,PACW,PACWEST BANCORP,USD,A,401010
136306,20161231,2016,INDL,C,D,STD,PCOA,PENDRELL CORP,USD,A,402030
136648,20161231,2016,INDL,C,D,STD,VC,VISTEON CORP,USD,A,251010
136725,20161231,2016,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,A,351010
137131,20161231,2016,INDL,C,D,STD,CRL,CHARLES RIVER LABS INTL INC,USD,A,352030
137310,20160131,2015,INDL,C,D,STD,MRVL,MARVELL TECHNOLOGY INC,USD,A,453010
137351,20161231,2016,FS,C,D,STD,BHLB,BERKSHIRE HILLS BANCORP INC,USD,A,401010
137351,20161231,2016,INDL,C,D,STD,BHLB,BERKSHIRE HILLS BANCORP INC,USD,A,401010
137432,20160930,2016,INDL,C,D,STD,DLA,DELTA APPAREL INC,USD,A,252030
137573,20161231,2016,INDL,C,D,STD,ENTG,ENTEGRIS INC,USD,A,453010
137602,20161231,2016,INDL,C,D,STD,ACLS,AXCELIS TECHNOLOGIES INC,USD,A,453010
137943,20161231,2016,INDL,C,D,STD,EVC,ENTRAVISION COMMUNICATIONS,USD,A,502010
138205,20161231,2016,INDL,C,D,STD,ILMN,ILLUMINA INC,USD,A,352030
138341,20161231,2016,INDL,C,D,STD,CRIS,CURIS INC,USD,A,352010
138483,20161231,2016,INDL,C,D,STD,BRKR,BRUKER CORP,USD,A,352030
138707,20161231,2016,INDL,C,D,STD,SRGA,SURGALIGN HOLDINGS INC,USD,A,351010
138743,20161231,2016,INDL,C,D,STD,EQIX,EQUINIX INC,USD,A,601010
139025,20161231,2016,FS,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,A,401010
139025,20161231,2016,INDL,C,D,STD,PNFP,PINNACLE FINL PARTNERS INC,USD,A,401010
139665,20161231,2016,INDL,C,D,STD,MCO,MOODY'S CORP,USD,A,402030
139705,20161231,2016,FS,C,D,STD,MBCN,MIDDLEFIELD BANC CORP,USD,A,401010
139705,20161231,2016,INDL,C,D,STD,MBCN,MIDDLEFIELD BANC CORP,USD,A,401010
139804,20161231,2016,INDL,C,D,STD,TTMI,TTM TECHNOLOGIES INC,USD,A,452030
140042,20161231,2016,INDL,C,D,STD,AWH,ASPIRA WOMENS HEALTH INC,USD,A,351010
140044,20161231,2016,INDL,C,D,STD,DRRX,DURECT CORP,USD,A,352020
140073,20161231,2016,INDL,C,D,STD,ITGR,INTEGER HOLDINGS CORP,USD,A,351010
140541,20160630,2016,INDL,C,D,STD,TPR,TAPESTRY INC,USD,A,252030
140565,20161231,2016,FS,C,D,STD,SLCT,SELECT BANCORP INC,USD,I,401010
140565,20161231,2016,INDL,C,D,STD,SLCT,SELECT BANCORP INC,USD,I,401010
140983,20161231,2016,FS,C,D,STD,BKMU,BANK MUTUAL CORP,USD,I,401020
140983,20161231,2016,INDL,C,D,STD,BKMU,BANK MUTUAL CORP,USD,I,401020
140988,20161231,2016,INDL,C,D,STD,TNET,TRINET GROUP INC,USD,A,202020
141178,20161231,2016,INDL,C,D,STD,INSG,INSEEGO CORP,USD,A,452010
141277,20161231,2016,INDL,C,D,STD,EXAS,EXACT SCIENCES CORP,USD,A,352010
141359,20160531,2015,INDL,C,D,STD,RGP,RESOURCES CONNECTION INC,USD,A,202020
141384,20161231,2016,INDL,C,D,STD,ALGN,ALIGN TECHNOLOGY INC,USD,A,351010
141460,20161231,2016,INDL,C,D,STD,SGEN,SEAGEN INC,USD,A,352010
141469,20161231,2016,INDL,C,D,STD,HBIO,HARVARD BIOSCIENCE INC,USD,A,352030
141496,20161231,2016,INDL,C,D,STD,DVAX,DYNAVAX TECHNOLOGIES CORP,USD,A,352010
141846,20161231,2016,INDL,C,D,STD,ACAD,ACADIA PHARMACEUTICALS INC,USD,A,352010
141913,20160531,2015,INDL,C,D,STD,GPN,GLOBAL PAYMENTS INC,USD,A,451020
141913,20161231,2016,INDL,C,D,STD,GPN,GLOBAL PAYMENTS INC,USD,A,451020
142260,20161231,2016,INDL,C,D,STD,OIS,OIL STATES INTL INC,USD,A,101010
142337,20161231,2016,INDL,C,D,STD,NOG,NORTHERN OIL & GAS INC,USD,A,101020
142460,20161231,2016,INDL,C,D,STD,BTU,PEABODY ENERGY CORP,USD,A,101020
142546,20161231,2016,INDL,C,D,STD,MPX,MARINE PRODUCTS CORP,USD,A,252020
142814,20160630,2016,INDL,C,D,STD,SYNA,SYNAPTICS INC,USD,A,453010
142953,20161231,2016,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,A,302020
142956,20161231,2016,INDL,C,D,STD,OMCL,OMNICELL INC,USD,A,351010
143356,20161231,2016,FS,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,A,403010
143356,20161231,2016,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,A,403010
143526,20161231,2016,INDL,C,D,STD,RVP,RETRACTABLE TECHNOLOGIES INC,USD,A,351010
143912,20161231,2016,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,A,201010
143974,20161231,2016,INDL,C,D,STD,BFH,BREAD FINANCIAL HOLDINGS INC,USD,A,402020
144122,20161231,2016,FS,C,D,STD,MVBF,MVB FINANCIAL CORP,USD,A,401010
144122,20161231,2016,INDL,C,D,STD,MVBF,MVB FINANCIAL CORP,USD,A,401010
144396,20161231,2016,INDL,C,D,STD,CCRN,CROSS COUNTRY HEALTHCARE INC,USD,A,351020
144437,20161231,2016,INDL,C,D,STD,PDFS,PDF SOLUTIONS INC,USD,A,453010
144520,20161231,2016,INDL,C,D,STD,AMN,AMN HEALTHCARE SERVICES INC,USD,A,351020
144559,20161231,2016,INDL,C,D,STD,ZBH,ZIMMER BIOMET HOLDINGS INC,USD,A,351010
144640,20161231,2016,INDL,C,D,STD,ABG,ASBURY AUTOMOTIVE GROUP INC,USD,A,255040
144998,20161231,2016,INDL,C,D,STD,XPO,XPO INC,USD,A,203040
145041,20161231,2016,INDL,C,D,STD,BGFV,BIG 5 SPORTING GOODS CORP,USD,A,255040
145046,20161231,2016,FS,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,A,351020
145046,20161231,2016,INDL,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,A,351020
145049,20160131,2015,INDL,C,D,STD,GME,GAMESTOP CORP,USD,A,255040
145080,20161231,2016,INDL,C,D,STD,STRR,STAR EQUITY HOLDINGS INC,USD,A,351020
145308,20161231,2016,INDL,C,D,STD,WW,WW INTERNATIONAL INC,USD,A,253020
145552,20161231,2016,FS,C,D,STD,CNC,CENTENE CORP,USD,A,351020
145552,20161231,2016,INDL,C,D,STD,CNC,CENTENE CORP,USD,A,351020
145701,20161231,2016,FS,C,D,STD,PFG,PRINCIPAL FINANCIAL GRP INC,USD,A,403010
145701,20161231,2016,INDL,C,D,STD,PFG,PRINCIPAL FINANCIAL GRP INC,USD,A,403010
145977,20161231,2016,INDL,C,D,STD,AAP,ADVANCE AUTO PARTS INC,USD,A,255040
146017,20160831,2016,INDL,C,D,STD,AYI,ACUITY BRANDS INC,USD,A,201040
146500,20161231,2016,INDL,C,D,STD,ALR,ALERISLIFE INC,USD,A,351020
146607,20161231,2016,FS,C,D,STD,WNEB,WESTERN NEW ENG BANCORP INC,USD,A,401020
146607,20161231,2016,INDL,C,D,STD,WNEB,WESTERN NEW ENG BANCORP INC,USD,A,401020
146616,20161231,2016,INDL,C,D,STD,CORT,CORCEPT THERAPEUTICS INC,USD,A,352020
146648,20161231,2016,INDL,C,D,STD,CUTR,CUTERA INC,USD,A,351010
147204,20161231,2016,INDL,C,D,STD,CCOI,COGENT COMMUNICATIONS HLDGS,USD,A,501010
147242,20160131,2015,INDL,C,D,STD,VRNT,VERINT SYSTEMS INC,USD,A,451030
147305,20161231,2016,INDL,C,D,STD,JBLU,JETBLUE AIRWAYS CORP,USD,A,203020
147312,20161231,2016,FS,C,D,STD,BCBP,BCB BANCORP INC,USD,A,401010
147312,20161231,2016,INDL,C,D,STD,BCBP,BCB BANCORP INC,USD,A,401010
147708,20161031,2016,INDL,C,D,STD,CVGW,CALAVO GROWERS INC,USD,A,302020
147849,20161231,2016,INDL,C,D,STD,CPSI,COMPUTER PROGRAMS & SYSTEMS,USD,A,351030
147868,20161231,2016,INDL,C,D,STD,OSTK,OVERSTOCK.COM INC,USD,A,255020
147988,20160930,2016,INDL,C,D,STD,ACM,AECOM,USD,A,201030
148223,20161231,2016,INDL,C,D,STD,GLDD,GREAT LAKES DREDGE & DOCK CP,USD,A,201030
148349,20160930,2016,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,A,201010
148350,20161231,2016,INDL,C,D,STD,TA,TRAVELCENTERS OF AMERICA INC,USD,A,255040
148390,20161231,2016,INDL,C,D,STD,FORM,FORMFACTOR INC,USD,A,453010
148391,20160131,2015,INDL,C,D,STD,KIRK,KIRKLAND'S INC,USD,A,255040
148469,20161231,2016,FS,C,D,STD,SAFT,SAFETY INSURANCE GROUP INC,USD,A,403010
148469,20161231,2016,INDL,C,D,STD,SAFT,SAFETY INSURANCE GROUP INC,USD,A,403010
148470,20161231,2016,INDL,C,D,STD,RRGB,RED ROBIN GOURMET BURGERS,USD,A,253010
148950,20161231,2016,INDL,C,D,STD,NPO,ENPRO INDUSTRIES INC,USD,A,201060
149070,20161231,2016,FS,C,D,STD,CME,CME GROUP INC,USD,A,402030
149070,20161231,2016,INDL,C,D,STD,CME,CME GROUP INC,USD,A,402030
149082,20161231,2016,FS,C,D,STD,WHG,WESTWOOD HOLDINGS GROUP INC,USD,A,402030
149082,20161231,2016,INDL,C,D,STD,WHG,WESTWOOD HOLDINGS GROUP INC,USD,A,402030
149177,20161231,2016,INDL,C,D,STD,NXST,NEXSTAR MEDIA GROUP,USD,A,502010
149318,20161231,2016,INDL,C,D,STD,WYNN,WYNN RESORTS LTD,USD,A,253010
149337,20161231,2016,FS,C,D,STD,NDAQ,NASDAQ INC,USD,A,402030
149337,20161231,2016,INDL,C,D,STD,NDAQ,NASDAQ INC,USD,A,402030
149618,20161231,2016,FS,C,D,STD,BANC,BANC OF CALIFORNIA INC,USD,A,401010
149618,20161231,2016,INDL,C,D,STD,BANC,BANC OF CALIFORNIA INC,USD,A,401010
150139,20160131,2015,INDL,C,D,STD,DKS,DICKS SPORTING GOODS INC,USD,A,255040
150278,20161231,2016,INDL,C,D,STD,CRI,CARTER'S INC,USD,A,252030
150279,20161231,2016,FS,C,D,STD,PFS,PROVIDENT FINANCIAL SVCS INC,USD,A,401020
150279,20161231,2016,INDL,C,D,STD,PFS,PROVIDENT FINANCIAL SVCS INC,USD,A,401020
150477,20161231,2016,INDL,C,D,STD,PRAA,PRA GROUP INC,USD,A,402020
150481,20161231,2016,INDL,C,D,STD,SAIA,SAIA INC,USD,A,203040
150562,20161231,2016,INDL,C,D,STD,NGS,NATURAL GAS SERVICES GROUP,USD,A,101010
150761,20161231,2016,INDL,C,D,STD,OTRK,ONTRAK INC,USD,A,351020
150803,20161231,2016,FS,C,D,STD,BFC,BANK FIRST CORP,USD,A,401010
150803,20161231,2016,INDL,C,D,STD,BFC,BANK FIRST CORP,USD,A,401010
150837,20161231,2016,INDL,C,D,STD,NRP,NATURAL RESOURCE PARTNERS LP,USD,A,101020
151544,20161231,2016,FS,C,D,STD,PKBK,PARKE BANCORP INC,USD,A,401010
151544,20161231,2016,INDL,C,D,STD,PKBK,PARKE BANCORP INC,USD,A,401010
151630,20161231,2016,INDL,C,D,STD,HALO,HALOZYME THERAPEUTICS INC,USD,A,352010
152149,20161231,2016,FS,C,D,STD,MOH,MOLINA HEALTHCARE INC,USD,A,351020
152149,20161231,2016,INDL,C,D,STD,MOH,MOLINA HEALTHCARE INC,USD,A,351020
154039,20161231,2016,INDL,C,D,STD,NTGR,NETGEAR INC,USD,A,452010
154739,20161231,2016,FS,C,D,STD,GOOD,GLADSTONE COMMERCIAL CORP,USD,A,601010
154739,20161231,2016,INDL,C,D,STD,GOOD,GLADSTONE COMMERCIAL CORP,USD,A,601010
154757,20160331,2015,FS,C,D,STD,CSBK,CLIFTON BANCORP INC,USD,I,401020
154757,20160331,2015,INDL,C,D,STD,CSBK,CLIFTON BANCORP INC,USD,I,401020
154758,20161231,2016,INDL,C,D,STD,MODV,MODIVCARE INC,USD,A,351020
155280,20161231,2016,INDL,C,D,STD,ATSG,AIR TRANSPORT SERVICES GROUP,USD,A,203010
155394,20161231,2016,INDL,C,D,STD,LKQ,LKQ CORP,USD,A,255010
155738,20161231,2016,FS,C,D,STD,NNI,NELNET INC,USD,A,402020
155738,20161231,2016,INDL,C,D,STD,NNI,NELNET INC,USD,A,402020
156153,20161231,2016,INDL,C,D,STD,ADEA,ADEIA INC,USD,A,451030
156155,20161130,2016,INDL,C,D,STD,SNX,TD SYNNEX CORPORATION,USD,A,452030
156383,20161231,2016,FS,C,D,STD,AEL,AMERICAN EQTY INVT LIFE HLDG,USD,A,403010
156383,20161231,2016,INDL,C,D,STD,AEL,AMERICAN EQTY INVT LIFE HLDG,USD,A,403010
156384,20161231,2016,FS,C,D,STD,GBLI,GLOBAL INDEMNITY GROUP LLC,USD,A,403010
156384,20161231,2016,INDL,C,D,STD,GBLI,GLOBAL INDEMNITY GROUP LLC,USD,A,403010
156578,20161231,2016,INDL,C,D,STD,ADES,ADVANCED EMISSIONS SOLUTIONS,USD,A,151010
156614,20160131,2015,INDL,C,D,STD,CONN,CONN'S INC,USD,A,255040
156617,20161231,2016,INDL,C,D,STD,ACOR,ACORDA THERAPEUTICS INC,USD,A,352010
156633,20160930,2016,INDL,C,D,STD,UTI,UNIVERSAL TECHNICAL INST,USD,A,253020
156861,20161231,2016,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,A,252010
156953,20161231,2016,FS,C,D,STD,HTH,HILLTOP HOLDINGS INC,USD,A,401010
156953,20161231,2016,INDL,C,D,STD,HTH,HILLTOP HOLDINGS INC,USD,A,401010
157057,20161231,2016,FS,C,D,STD,AIZ,ASSURANT INC,USD,A,403010
157057,20161231,2016,INDL,C,D,STD,AIZ,ASSURANT INC,USD,A,403010
157153,20161231,2016,INDL,C,D,STD,CMP,COMPASS MINERALS INTL INC,USD,A,151040
157354,20161231,2016,INDL,C,D,STD,KRO,KRONOS WORLDWIDE INC,USD,A,151010
157373,20161231,2016,INDL,C,D,STD,VST,VISTRA CORP,USD,A,551050
157498,20161231,2016,FS,C,D,STD,PCB,PCB BANCORP,USD,A,401010
157498,20161231,2016,INDL,C,D,STD,PCB,PCB BANCORP,USD,A,401010
157679,20161231,2016,FS,C,D,STD,SRC,SPIRIT REALTY CAPITAL INC,USD,A,601010
157679,20161231,2016,INDL,C,D,STD,SRC,SPIRIT REALTY CAPITAL INC,USD,A,601010
157755,20161231,2016,INDL,C,D,STD,MCHX,MARCHEX INC,USD,A,502010
157855,20160131,2015,INDL,C,D,STD,CRM,SALESFORCE INC,USD,A,451030
157865,20160630,2016,INDL,C,D,STD,MEIP,MEI PHARMA INC,USD,A,352010
158055,20161231,2016,INDL,C,D,STD,DYAI,DYADIC INTERNATIONAL INC,USD,A,352010
158354,20161231,2016,FS,C,D,STD,GNW,GENWORTH FINANCIAL INC,USD,A,403010
158354,20161231,2016,INDL,C,D,STD,GNW,GENWORTH FINANCIAL INC,USD,A,403010
158563,20161231,2016,INDL,C,D,STD,CYTK,CYTOKINETICS INC,USD,A,352010
158587,20161231,2016,FS,C,D,STD,TBBK,BANCORP INC,USD,A,401010
158587,20161231,2016,INDL,C,D,STD,TBBK,BANCORP INC,USD,A,401010
158737,20161231,2016,INDL,C,D,STD,SP,SP PLUS CORP,USD,A,202010
158742,20161231,2016,FS,C,D,STD,MKTX,MARKETAXESS HOLDINGS INC,USD,A,402030
158742,20161231,2016,INDL,C,D,STD,MKTX,MARKETAXESS HOLDINGS INC,USD,A,402030
158743,20161231,2016,INDL,C,D,STD,BGS,B&G FOODS INC,USD,A,302020
160211,20161231,2016,INDL,C,D,STD,DPZ,DOMINO'S PIZZA INC,USD,A,253010
160213,20160331,2015,INDL,C,D,STD,GSIT,GSI TECHNOLOGY INC,USD,A,453010
160225,20161231,2016,FS,C,D,STD,MA,MASTERCARD INC,USD,A,451020
160225,20161231,2016,INDL,C,D,STD,MA,MASTERCARD INC,USD,A,451020
160329,20161231,2016,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,A,502030
160340,20161231,2016,INDL,C,D,STD,MNKD,MANNKIND CORP,USD,A,352010
160341,20161231,2016,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,A,101020
160373,20161231,2016,INDL,C,D,STD,MORN,MORNINGSTAR INC,USD,A,402030
160375,20161231,2016,INDL,C,D,STD,STXS,STEREOTAXIS INC,USD,A,351010
160376,20161231,2016,INDL,C,D,STD,TXRH,TEXAS ROADHOUSE INC,USD,A,253010
160423,20161231,2016,FS,C,D,STD,BWFG,BANKWELL FINANCIAL GROUP INC,USD,A,401010
160423,20161231,2016,INDL,C,D,STD,BWFG,BANKWELL FINANCIAL GROUP INC,USD,A,401010
160479,20161231,2016,FS,C,D,STD,EXR,EXTRA SPACE STORAGE INC,USD,A,601010
160479,20161231,2016,INDL,C,D,STD,EXR,EXTRA SPACE STORAGE INC,USD,A,601010
160570,20161231,2016,INDL,C,D,STD,CVGI,COMMERCIAL VEHICLE GROUP INC,USD,A,201060
160598,20160930,2016,INDL,C,D,STD,BECN,BEACON ROOFING SUPPLY INC,USD,A,201070
160668,20161231,2016,INDL,C,D,STD,INVA,INNOVIVA INC,USD,A,352020
160681,20161231,2016,INDL,C,D,STD,HY,HYSTER-YALE MATERIALS HNDLNG,USD,A,201060
160684,20161231,2016,INDL,C,D,STD,WLK,WESTLAKE CORP,USD,A,151010
160706,20161231,2016,FS,C,D,STD,DRH,DIAMONDROCK HOSPITALITY CO,USD,A,601010
160706,20161231,2016,INDL,C,D,STD,DRH,DIAMONDROCK HOSPITALITY CO,USD,A,601010
160770,20161231,2016,INDL,C,D,STD,MRTX,MIRATI THERAPEUTICS INC,USD,A,352010
160776,20161231,2016,FS,C,D,STD,SBNY,SIGNATURE BANK/NY,USD,A,401010
160776,20161231,2016,INDL,C,D,STD,SBNY,SIGNATURE BANK/NY,USD,A,401010
160785,20161231,2016,INDL,C,D,STD,VVI,VIAD CORP,USD,A,202010
160888,20161231,2016,INDL,C,D,STD,MPWR,MONOLITHIC POWER SYSTEMS INC,USD,A,453010
160891,20161231,2016,FS,C,D,STD,ANCX,ACCESS NATIONAL CORP,USD,I,401010
160891,20161231,2016,INDL,C,D,STD,ANCX,ACCESS NATIONAL CORP,USD,I,401010
160893,20160331,2015,INDL,C,D,STD,ENS,ENERSYS,USD,A,201040
160913,20161231,2016,INDL,C,D,STD,ORA,ORMAT TECHNOLOGIES INC,USD,A,551050
160990,20161231,2016,FS,C,D,STD,CUBE,CUBESMART,USD,A,601010
160990,20161231,2016,INDL,C,D,STD,CUBE,CUBESMART,USD,A,601010
161023,20161231,2016,FS,C,D,STD,BCML,BAYCOM CORP,USD,A,401010
161023,20161231,2016,INDL,C,D,STD,BCML,BAYCOM CORP,USD,A,401010
161055,20161231,2016,INDL,C,D,STD,BBW,BUILD-A-BEAR WORKSHOP INC,USD,A,255040
161813,20161231,2016,INDL,C,D,STD,BXC,BLUELINX HOLDINGS INC,USD,A,201070
161843,20161231,2016,INDL,C,D,STD,MNTX,MANITEX INTERNATIONAL INC,USD,A,201060
161844,20161231,2016,INDL,C,D,STD,LVS,LAS VEGAS SANDS CORP,USD,A,253010
161853,20160630,2016,FS,C,D,STD,KRNY,KEARNY FINANCIAL CORP,USD,A,401020
161853,20160630,2016,INDL,C,D,STD,KRNY,KEARNY FINANCIAL CORP,USD,A,401020
161942,20161231,2016,FS,C,D,STD,BFIN,BANKFINANCIAL CORP,USD,A,401010
161942,20161231,2016,INDL,C,D,STD,BFIN,BANKFINANCIAL CORP,USD,A,401010
161997,20161231,2016,INDL,C,D,STD,HURN,HURON CONSULTING GROUP INC,USD,A,202020
162076,20161231,2016,INDL,C,D,STD,ARC,ARC DOCUMENT SOLUTIONS INC,USD,A,202010
162127,20161231,2016,INDL,C,D,STD,CNSL,CONSOLIDATED COMM HLDGS INC,USD,A,501010
162129,20161231,2016,INDL,C,D,STD,MOS,MOSAIC CO,USD,A,151010
162146,20160331,2015,INDL,C,D,STD,CYRX,CRYOPORT INC,USD,A,352030
162146,20161231,2016,INDL,C,D,STD,CYRX,CRYOPORT INC,USD,A,352030
162254,20161231,2016,INDL,C,D,STD,CE,CELANESE CORP,USD,A,151010
162293,20161231,2016,FS,C,D,STD,INBK,FIRST INTERNET BANCORP,USD,A,401010
162293,20161231,2016,INDL,C,D,STD,INBK,FIRST INTERNET BANCORP,USD,A,401010
162335,20160331,2015,INDL,C,D,STD,PBH,PRESTIGE CONSUMER HEALTHCARE,USD,A,352020
162338,20161231,2016,INDL,C,D,STD,ULH,UNIVERSAL LOGISTICS HLDGS,USD,A,203040
162354,20160930,2016,INDL,C,D,STD,DLB,DOLBY LABORATORIES INC,USD,A,451030
162385,20161231,2016,FS,C,D,STD,WEX,WEX INC,USD,A,451020
162385,20161231,2016,INDL,C,D,STD,WEX,WEX INC,USD,A,451020
162400,20161231,2016,INDL,C,D,STD,XPEL,XPEL INC,USD,A,251010
162401,20161231,2016,INDL,C,D,STD,HUN,HUNTSMAN CORP,USD,A,151010
162404,20161231,2016,INDL,C,D,STD,LHCG,LHC GROUP INC,USD,A,351020
162449,20161231,2016,INDL,C,D,STD,EXLS,EXLSERVICE HOLDINGS INC,USD,A,451020
162560,20160630,2016,FS,C,D,STD,AX,AXOS FINANCIAL INC,USD,A,401020
162560,20160630,2016,INDL,C,D,STD,AX,AXOS FINANCIAL INC,USD,A,401020
162742,20161231,2016,INDL,C,D,STD,RAIL,FREIGHTCAR AMERICA INC,USD,A,201060
162887,20161231,2016,INDL,C,D,STD,DXCM,DEXCOM INC,USD,A,351010
162914,20160630,2016,INDL,C,D,STD,RLGT,RADIANT LOGISTICS INC,USD,A,203010
162925,20161231,2016,FS,C,D,STD,ACR,ACRES COMMERCIAL REALTY CORP,USD,A,402040
162925,20161231,2016,INDL,C,D,STD,ACR,ACRES COMMERCIAL REALTY CORP,USD,A,402040
162988,20160131,2015,INDL,C,D,STD,ZUMZ,ZUMIEZ INC,USD,A,255040
163036,20161231,2016,INDL,C,D,STD,BLDR,BUILDERS FIRSTSOURCE,USD,A,201020
163051,20160131,2015,INDL,C,D,STD,CTRN,CITI TRENDS INC,USD,A,255040
163113,20161231,2016,INDL,C,D,STD,KOP,KOPPERS HOLDINGS INC,USD,A,151010
163595,20161231,2016,INDL,C,D,STD,ALTO,ALTO INGREDIENTS INC,USD,A,101020
163610,20161231,2016,FS,C,D,STD,ICE,INTERCONTINENTAL EXCHANGE,USD,A,402030
163610,20161231,2016,INDL,C,D,STD,ICE,INTERCONTINENTAL EXCHANGE,USD,A,402030
163678,20161231,2016,FS,C,D,STD,EVRI,EVERI HOLDINGS INC,USD,A,253010
163678,20161231,2016,INDL,C,D,STD,EVRI,EVERI HOLDINGS INC,USD,A,253010
163765,20161231,2016,INDL,C,D,STD,CPS,COOPER-STANDARD HOLDINGS INC,USD,A,251010
163884,20161231,2016,FS,C,D,STD,FSP,FRANKLIN STREET PROPERTIES,USD,A,601010
163884,20161231,2016,INDL,C,D,STD,FSP,FRANKLIN STREET PROPERTIES,USD,A,601010
163889,20161231,2016,INDL,C,D,STD,ATRC,ATRICURE INC,USD,A,351010
163891,20161231,2016,INDL,C,D,STD,RUTH,RUTHS HOSPITALITY GROUP INC,USD,A,253010
163920,20161231,2016,FS,C,D,STD,WAL,WESTERN ALLIANCE BANCORP,USD,A,401010
163920,20161231,2016,INDL,C,D,STD,WAL,WESTERN ALLIANCE BANCORP,USD,A,401010
163935,20161231,2016,INDL,C,D,STD,GLP,GLOBAL PARTNERS LP,USD,A,101020
163946,20161231,2016,INDL,C,D,STD,CF,CF INDUSTRIES HOLDINGS INC,USD,A,151010
163965,20161231,2016,INDL,C,D,STD,CTSO,CYTOSORBENTS CORP,USD,A,351010
163983,20161231,2016,INDL,C,D,STD,THS,TREEHOUSE FOODS INC,USD,A,302020
164059,20161231,2016,FS,C,D,STD,CUNB,CU BANCORP/CA,USD,I,401010
164059,20161231,2016,INDL,C,D,STD,CUNB,CU BANCORP/CA,USD,I,401010
164116,20161231,2016,INDL,C,D,STD,OFLX,OMEGA FLEX INC,USD,A,201060
164296,20161231,2016,INDL,C,D,STD,WBD,WARNER BROS DISCOVERY INC,USD,A,502020
164364,20161231,2016,FS,C,D,STD,ISBC,INVESTORS BANCORP INC,USD,I,401010
164364,20161231,2016,INDL,C,D,STD,ISBC,INVESTORS BANCORP INC,USD,I,401010
164365,20161231,2016,FS,C,D,STD,WSBF,WATERSTONE FINANCIAL INC,USD,A,401020
164365,20161231,2016,INDL,C,D,STD,WSBF,WATERSTONE FINANCIAL INC,USD,A,401020
164416,20161231,2016,INDL,C,D,STD,IRBT,IROBOT CORP,USD,A,252010
164494,20161231,2016,INDL,C,D,STD,SPR,SPIRIT AEROSYSTEMS HOLDINGS,USD,A,201010
164506,20161231,2016,INDL,C,D,STD,ACCO,ACCO BRANDS CORP,USD,A,202010
164557,20160331,2015,INDL,C,D,STD,RBC,RBC BEARINGS INC,USD,A,201060
164572,20161231,2016,FS,C,D,STD,AMSF,AMERISAFE INC,USD,A,403010
164572,20161231,2016,INDL,C,D,STD,AMSF,AMERISAFE INC,USD,A,403010
164652,20161231,2016,INDL,C,D,STD,BKD,BROOKDALE SENIOR LIVING INC,USD,A,351020
164660,20161231,2016,INDL,C,D,STD,CCO,CLEAR CHANNEL OUTDOOR HLDGS,USD,A,502010
164708,20161231,2016,FS,C,D,STD,AMP,AMERIPRISE FINANCIAL INC,USD,A,402030
164708,20161231,2016,INDL,C,D,STD,AMP,AMERIPRISE FINANCIAL INC,USD,A,402030
